idx,inf_mu1,sup_mu1,inf_mu2,sup_mu2
196,86.777701499809,115.191275462496,158.959689765767,194.53400525425
197,86.736410492492,115.172027894351,158.912988330632,194.520166024384
198,86.6949845216857,115.152610780716,158.866147755095,194.50616142488
199,86.6534236861255,115.13302408959,158.819168158862,194.491991402769
200,86.6117280843499,115.113267789505,158.772049661434,194.477655905622
201,86.5698978154067,115.093341848818,158.724792383085,194.463154880568
202,86.527932978106,115.073246236456,158.677396443826,194.448488275335
203,86.4858336721068,115.052980920832,158.629861964922,194.433656036731
204,86.4435999965928,115.032545871167,158.582189067039,194.418658112494
205,86.4012320514602,115.011941056304,158.534377871911,194.403494449632
206,86.3587299364237,114.991166445599,158.48642850108,194.388164995673
207,86.3160937516941,114.970222008249,158.438341076858,194.372669697712
208,86.2733235975197,114.949107713744,158.390115721673,194.357008503062
209,86.230419574379,114.927823531677,158.341752558347,194.341181358971
210,86.1873817829323,114.906369431793,158.293251710025,194.325188212702
211,86.1442103240572,114.884745383954,158.244613300229,194.309029011471
212,86.1009052988361,114.862951358149,158.195837452834,194.292703702476
213,86.0574668085064,114.840987324545,158.146924292006,194.276212232954
214,86.0138949546259,114.818853253321,158.09787394243,194.259554549959
215,85.9701898386653,114.796549115077,158.048686528742,194.242730600925
216,85.9263515625896,114.774074880251,157.99936217634,194.225740332858
217,85.8823802284375,114.75143051954,157.9499010108,194.208583692916
218,85.8382759384158,114.728616003804,157.900303158005,194.191260628284
219,85.794038794877,114.705631304093,157.850568744117,194.173771086204
220,85.7496689005192,114.682476391442,157.800697895855,194.156115013687
221,85.7051663580429,114.659151237214,157.750690740014,194.138292358004
222,85.6605312705225,114.635655812733,157.700547403988,194.120303066158
223,85.6157637410825,114.611990089604,157.65026801532,194.102147085338
224,85.5708638731815,114.588154039431,157.599852702091,194.083824362524
225,85.5258317703062,114.564147634121,157.5493015925,194.065334844908
226,85.4806675360446,114.53997084581,157.49861481496,194.046678479805
227,85.4353712746354,114.515623646319,157.447792498882,194.027855213862
228,85.389943089932,114.491106008183,157.396834773202,194.008864994529
229,85.3443830863507,114.466417903706,157.345741767729,193.989707768721
230,85.2986913682948,114.441559305538,157.29451361233,193.97038348362
231,85.2528680404277,114.416530186399,157.243150437313,193.950892086305
232,85.2069132070428,114.391330519712,157.191652372683,193.931233524484
233,85.160826974443,114.365960277219,157.140019550931,193.911407743713
234,85.1146094471604,114.340419432768,157.088252102557,193.891414691869
235,85.0682607305181,114.314707959743,157.036350159108,193.871254316113
236,85.0217809302973,114.288825831404,156.984313852859,193.850926563211
237,84.9751701519823,114.262773021637,156.932143315742,193.830431380602
238,84.9284285016978,114.236549504021,156.879838680672,193.809768715071
239,84.8815560854417,114.210155252589,156.827400080464,193.788938513836
240,84.8345530096489,114.18359024127,156.77482764863,193.767940723747
241,84.7874193805601,114.156854444519,156.722121518487,193.746775292182
242,84.7401553051528,114.129947836381,156.669281824475,193.725442165725
243,84.6927608898823,114.102870391757,156.616308700371,193.703941291951
244,84.6452362419759,114.075622085105,156.563202281129,193.682272617594
245,84.5975814684587,114.048202891415,156.509962701495,193.66043608992
246,84.5497966767926,114.020612785572,156.456590096916,193.638431655829
247,84.5018819744839,113.992851742745,156.403084602981,193.616259262407
248,84.4538374692217,113.964919738251,156.349446355621,193.593918856727
249,84.4056632688031,113.936816747629,156.295675491001,193.57141038596
250,84.3573594812956,113.908542746477,156.24177214575,193.548733797141
251,84.3089262149499,113.88009771054,156.187736456842,193.525889037291
252,84.2603635780734,113.851481615835,156.13356856141,193.502876053601
253,84.211671679334,113.822694438349,156.079268597186,193.479694792993
254,84.1628506271995,113.793736154599,156.024836701695,193.456345202924
255,84.1139005308802,113.764606740687,155.970273013604,193.43282723004
256,84.064821499197,113.735306173435,155.915577671109,193.409140821786
257,84.0156136413629,113.705834429602,155.860750813045,193.385285925298
258,83.966277066893,113.676191485973,155.805792578763,193.361262487525
259,83.9168118852407,113.646377319726,155.750703107609,193.33707045575
260,83.8672182061838,113.61639190804,155.695482539473,193.312709777038
261,83.8174961394619,113.586235228465,155.640131014279,193.288180398754
262,83.7676457953076,113.555907258383,155.584648672734,193.263482267805
263,83.7176672837678,113.525407975692,155.529035655366,193.238615331605
264,83.6675607152608,113.494737358247,155.47329210332,193.213579537283
265,83.6173262004043,113.463895384033,155.417418158108,193.188374831927
266,83.5669638497328,113.432882031444,155.361413961209,193.163001162985
267,83.5164737741762,113.401697278809,155.305279654751,193.137458477586
268,83.4658560847261,113.370341104723,155.24901538104,193.111746723011
269,83.4151108925337,113.338813487948,155.19262128269,193.085865846557
270,83.3642383089288,113.307114407398,155.13609750266,193.059815795504
271,83.3132384454252,113.275243842127,155.079444184259,193.033596517114
272,83.2621114135603,113.243201771497,155.022661470915,193.007207958855
