idx,inf_mu1,sup_mu1,inf_mu2,sup_mu2
80,89.5048050227443,117.412509291494,161.919960563008,196.52733480863
81,89.4755204764364,117.416944229207,161.884155155518,196.538286703401
82,89.4460864801483,117.421218628634,161.848189324394,196.549089030749
83,89.4165031173481,117.425332433904,161.812063147336,196.559741740582
84,89.3867704710391,117.429285589954,161.775776701562,196.570244783634
85,89.3568886268566,117.433078039428,161.739330067464,196.5805981078
86,89.3268576683757,117.43670972737,161.702723323068,196.590801663685
87,89.2966776803112,117.440180598023,161.66595654782,196.600855400809
88,89.2663487477676,117.443490595584,161.629029821714,196.610759268489
89,89.2358709559813,117.446639664454,161.591943224937,196.620513216185
90,89.2052443906031,117.449627748962,161.554696838258,196.630117193119
91,89.1744691376401,117.45245479342,161.517290742949,196.639571148346
92,89.1435452832896,117.455120742289,161.479725020555,196.648875030987
93,89.1124729141289,117.45762553999,161.441999753164,196.658028789965
94,89.0812521171576,117.459969130862,161.404115023455,196.667032373948
95,89.0498829794571,117.462151459502,161.36607091424,196.675885731809
96,89.0183655886291,117.464172470325,161.327867509062,196.684588812034
97,88.9867000324566,117.466032107907,161.289504891734,196.693141563175
98,88.9548863990473,117.467730316835,161.250983146534,196.70154393366
99,88.9229247769066,117.469267041642,161.212302358308,196.709795871689
100,88.8908152547437,117.470642226995,161.173462612203,196.7178973255
101,88.8585579216457,117.471855817521,161.134463993908,196.725848243126
102,88.8261528670712,117.472907757818,161.095306589649,196.733648572409
103,88.7936001805847,117.473797992715,161.055990485818,196.741298261356
104,88.760899952321,117.474526466812,161.016515769619,196.748797257508
105,88.7280522724453,117.475093125017,160.976882528325,196.756145508673
106,88.6950572317094,117.475497911991,160.93709085004,196.763342962167
107,88.6619149210641,117.475740772535,160.897140823172,196.770389565343
108,88.6286254316865,117.475821651562,160.857032536469,196.777285265552
109,88.5951888551336,117.475740493947,160.816766079232,196.784030009933
110,88.5616052833143,117.475497244551,160.776341541275,196.790623745447
111,88.5278748083704,117.475091848339,160.735759012768,196.797066419043
112,88.4939975228606,117.474524250201,160.695018584484,196.803357977403
113,88.4599735195309,117.473794395178,160.654120347488,196.809498367255
114,88.4258028914647,117.472902228313,160.613064393347,196.815487535167
115,88.3914857322191,117.471847694513,160.571850814313,196.82132542736
116,88.3570221353692,117.470630739007,160.5304797027,196.827011990331
117,88.3224121950883,117.469251306763,160.488951151682,196.832547170054
118,88.2876560056156,117.467709343025,160.447265254565,196.837930912715
119,88.2527536617166,117.466004792848,160.405422105416,196.843163164072
120,88.2177052582636,117.464137601517,160.363421798492,196.848243870037
121,88.1825108905953,117.462107714191,160.321264428731,196.853172976173
122,88.1471706542504,117.459915076169,160.278950091391,196.857950428068
123,88.1116846452385,117.457559632616,160.236478882423,196.862576170954
124,88.0760529596806,117.455041328924,160.193850897973,196.867050150204
125,88.0402756941112,117.452360110412,160.151066234802,196.871372310915
126,88.0043529453478,117.449515922451,160.10812499011,196.875542598086
127,87.9682848105197,117.446508710441,160.06502726157,196.87956095658
128,87.9320713870374,117.443338419841,160.021773147293,196.883427331158
129,87.89571277274,117.440004996015,159.97836274603,196.887141666282
130,87.859209064932,117.436508385203,159.934796155973,196.890703907312
131,87.8225603633886,117.432848531514,159.891073478382,196.894113996875
132,87.7857667660849,117.429025381191,159.847194812481,196.897371879976
133,87.7488283719757,117.425038879839,159.803160258763,196.900477500684
134,87.7117452803654,117.420888973049,159.758969918261,196.90343080287
135,87.6745175909019,117.41657560641,159.714623892534,196.906231730217
136,87.6371454034274,117.412098725651,159.670122283466,196.908880226418
137,87.5996288180831,117.407458276541,159.625465193409,196.911376235039
138,87.5619679355855,117.402654204613,159.580652725569,196.913719699127
139,87.5241628565578,117.39768645583,159.535684983081,196.915910562141
140,87.4862136822089,117.392554975908,159.490562069948,196.917948767008
141,87.4481205140036,117.387259710642,159.445284090587,196.919834256576
142,87.409883453635,117.381800605941,159.399851149793,196.921566973659
143,87.3715026031895,117.376177607654,159.354263352965,196.923146860797
144,87.3329780649556,117.370390661769,159.308520805848,196.924573860528
145,87.2943099415968,117.364439714233,159.262623614766,196.925847915146
146,87.2554983361575,117.358324710953,159.216571886639,196.926968966685
147,87.2165433518446,117.352045598009,159.170365728674,196.92793695723
148,87.1774450921978,117.345602321485,159.124005248608,196.928751828674
149,87.1382036611313,117.338994827431,159.077490554766,196.929413522662
150,87.0988191628605,117.332223061928,159.030821755956,196.929921980687
151,87.0592917017826,117.325286971218,158.983998961308,196.930277144261
152,87.0196213827212,117.318186501448,158.937022280616,196.93047895457
153,86.9798083107315,117.310921598877,158.889891824065,196.930527352743
154,86.9398525913221,117.303492209641,158.842607702543,196.930422279546
155,86.8997543300949,117.295898280125,158.795170027139,196.930163675877
156,86.8595136330161,117.288139756684,158.747578909523,196.929751482395
157,86.8191306064567,117.280216585604,158.699834462002,196.929185639455
158,86.778605357002,117.272128713297,158.651936797257,196.928466087375
159,86.7379379915244,117.263876086221,158.603886028446,196.927592766334
160,86.6971286172416,117.255458650829,158.555682269283,196.926565616291
161,86.6561773416887,117.246876353589,158.507325634006,196.925384577018
162,86.6150842725954,117.238129141115,158.458816237199,196.924049588278
163,86.5738495181859,117.229216959861,158.410154194219,196.922560589394
164,86.5324731867681,117.220139756533,158.361339620618,196.920917519836
165,86.4909553870691,117.210897477757,158.312372632616,196.919120318736
166,86.4492962280995,117.201490070209,158.263253346914,196.917168925089
167,86.4074958192,117.191917480572,158.213981880753,196.915063277678
168,86.3655542699452,117.182179655632,158.164558351788,196.912803315212
169,86.3234716902675,117.172276542153,158.114982878261,196.910388976152
170,86.281248190288,117.162208087046,158.06525557876,196.907820198943
171,86.2388838806562,117.15197423703,158.015376572705,196.905096921539
172,86.1963788720202,117.141574939161,157.965345979598,196.902219082145
173,86.1537332755503,117.13101014031,157.915163919761,196.899186618481
174,86.1109472025985,117.1202797875,157.864830513866,196.895999468258
175,86.0680207649136,117.109383827695,157.814345883226,196.892657568875
176,86.0249540744301,117.098322208007,157.763710149509,196.889160857716
177,85.9817472434857,117.087094875482,157.712923435041,196.885509271841
178,85.9384003846141,117.075701777306,157.661985862517,196.881702748278
179,85.8949136106737,117.064142860674,157.610897555182,196.877741223838
180,85.8512870349286,117.052418072711,157.559658636947,196.873624635003
181,85.8075207706758,117.040527360846,157.508269231863,196.86935291845
182,85.7636149318563,117.028470672199,157.45672946499,196.864926010182
183,85.7195696324117,117.016247954223,157.40503946148,196.860343846446
184,85.6753849866886,117.003859154303,157.353199347157,196.85560636315
185,85.6310611093569,116.991304219834,157.301209248402,196.850713495984
186,85.5865981153718,116.978583098263,157.249069292095,196.845665180468
187,85.5419961199285,116.96569573713,157.196779605561,196.840461352019
188,85.497255238542,116.952642083992,157.144340316674,196.835101945834
189,85.4523755869861,116.93942208648,157.091751553779,196.829586896978
190,85.4073572808436,116.926035692751,157.039013445178,196.823916140888
191,85.3622004376016,116.912482849394,156.986126121595,196.81808961092
192,85.3169051735064,116.898763504573,156.933089712488,196.812107242029
193,85.2714716053882,116.884877606201,156.879904348113,196.805968968702
194,85.2258998505593,116.870825102045,156.826570159522,196.799674724969
195,85.1801900265352,116.856605940003,156.773087278162,196.7932244448
196,85.134342251173,116.842220067964,156.719455836072,196.786618061903
197,85.0883566426563,116.827667433829,156.665675965868,196.779855509746
198,85.0422333192924,116.812947985704,156.611747800448,196.772936721849
199,84.9959723998557,116.798061671567,156.557671473489,196.765861631288
200,84.9495740033619,116.783008439484,156.503447119123,196.758630171014
201,84.9030382490137,116.767788237673,156.44907487186,196.751242273939
202,84.8563652564136,116.752401014282,156.394554866896,196.743697872619
203,84.8095551454293,116.736846717529,156.339887239917,196.735996899455
204,84.7626080361585,116.721125295737,156.285072127056,196.728139286736
205,84.7155240490785,116.705236697182,156.230109665103,196.720124966426
206,84.6683033047879,116.689180870351,156.174999991138,196.711953870532
207,84.6209459244169,116.672957763535,156.11974324312,196.703625930518
208,84.5734520291087,116.656567325345,156.064339559146,196.695141078041
209,84.5258217405297,116.640009504202,156.008789078181,196.686499244224
210,84.4780551803892,116.623284248816,155.953091939372,196.677700360341
211,84.4301524709744,116.606391507655,155.897248282819,196.668744357048
212,84.3821137345134,116.589331229576,155.841258248654,196.659631165298
213,84.3339390937935,116.572103363214,155.785121977941,196.650360715451
214,84.2856286716969,116.554707857438,155.728839612,196.640932937938
215,84.2371825915718,116.537144660986,155.672411292947,196.631347762729
216,84.1886009769109,116.519413722784,155.615837163235,196.621605119792
217,84.1398839514597,116.501514991837,155.5591173658,196.61170493894
218,84.0910316393283,116.483448417121,155.502252044239,196.601647149663
219,84.0420441649173,116.465213947651,155.44524134269,196.591431681239
220,83.9929216527841,116.446811532618,155.388085405649,196.581058462921
221,83.9436642278707,116.428241121162,155.330784378296,196.57052742361
222,83.8942720153893,116.409502662485,155.273338406333,196.559838492019
223,83.8447451407979,116.390596105875,155.215747635948,196.548991596705
224,83.7950837298601,116.371521400647,155.158012213903,196.537986665985
225,83.7452879085042,116.352278496283,155.100132287335,196.526823628132
226,83.6953578031192,116.332867342136,155.042108004177,196.515502410955
227,83.6452935401847,116.313287887801,154.983939512633,196.504022942325
228,83.5950952466132,116.293540082772,154.925626961668,196.492385149681
229,83.5447630494085,116.273623876782,154.867170500517,196.480588960527
230,83.4942970761031,116.25353921937,154.80857027932,196.468634301791
231,83.4436974541916,116.233286060441,154.749826448301,196.45652110065
232,83.3929643116934,116.212864349709,154.690939158585,196.444249283711
233,83.3420977767798,116.192274037067,154.63190856166,196.43181877755
234,83.2910979778158,116.171515072546,154.572734809435,196.419229508652
235,83.2399650437843,116.150587405888,154.513418054861,196.406481402793
236,83.1886991034387,116.129490987399,154.453958450699,196.393574386267
237,83.1373002860741,116.108225767172,154.394356150643,196.38050838477
238,83.0857687213487,116.08679169527,154.334611309058,196.367283323654
239,83.0341045389604,116.065188722044,154.274724080517,196.353899128396
240,82.9823078690273,116.04341679776,154.21469462035,196.340355724048
241,82.9303788418759,116.021475872801,154.154523084341,196.326653035537
242,82.8783175880798,115.999365897639,154.09420962878,196.312790987612
243,82.826124238458,115.977086822827,154.033754410468,196.298769504847
244,82.773798924216,115.954638598865,153.97315758692,196.284588511429
245,82.7213417767283,115.932021176411,153.912419316049,196.270247931477
246,82.6687529275448,115.909234506281,153.851539756178,196.255747689031
247,82.6160325087663,115.886278539068,153.790519066587,196.241087707505
248,82.5631806523802,115.863153225811,153.729357406548,196.22626791065
249,82.5101974909265,115.839858517324,153.668054936293,196.211288221587
250,82.4570831570131,115.816394364684,153.606611816312,196.196148563509
251,82.4038377836555,115.792760718891,153.545028207849,196.180848859185
252,82.3504615040411,115.768957531101,153.483304272556,196.165389031305
253,82.2969544515467,115.744984752611,153.421440172524,196.14976900245
254,82.2433167600871,115.72084233451,153.359436070791,196.133988694584
255,82.1895485634741,115.69653022832,152.926919104975,196.48842105542
256,82.1356499960067,115.672048385404,152.862782695895,196.474172749799
257,82.0816211921645,115.647396757273,152.798500374366,196.459770332895
258,82.0274622866611,115.622575295536,152.734072303289,196.445213728124
259,81.9731734144665,115.597583951872,152.669498646273,196.430502858527
260,81.9187547109272,115.572422677913,152.604779567825,196.415637646573
261,81.8642063115486,115.547091425461,152.53991523301,196.400618014501
262,81.8095283519183,115.521590146566,152.474905807332,196.385443884441
263,81.7547209681526,115.495918793077,152.409751457441,196.370115177706
264,81.6997842964654,115.470077317072,152.344452350455,196.354631815469
265,81.6447184733604,115.444065670672,152.279008654267,196.338993718457
266,81.5895236356301,115.417883806034,152.213420537542,196.323200806952
267,81.2609757299793,115.664755865731,152.147688169481,196.307253001031
268,81.2045095398041,115.639247155976,152.081811720152,196.291150220226
269,81.1479129660219,115.613569865786,152.015791360227,196.274892383801
270,81.0911861551376,115.58772393892,151.949627261153,196.258479410568
271,81.0343292534306,115.561709319689,151.883319594403,196.241911219642
272,80.9773424092193,115.535525950694,151.816868534331,196.225187727585
273,80.9202257694264,115.509173776258,151.750274253837,196.20830885274
274,80.8629794816745,115.482652740334,151.683536926965,196.191274512634
275,80.8056036942991,115.455962786488,151.616656729063,196.174084623817
276,80.748098555631,115.429103858618,151.54963383571,196.156739102937
277,80.6904642144213,115.40207590053,151.482468423354,196.139237866099
278,80.6327008198064,115.374878855971,151.41516066926,196.121580828916
279,80.574808521217,115.34751266872,151.34771075138,196.103767906645
280,80.5167874682915,115.319977282678,151.280118848219,196.085799014315
281,80.4586378109949,115.292272641745,151.21238513902,196.067674066543
282,80.4003596999606,115.264398689477,151.14450980428,196.04939297702
283,80.3419532856702,115.236355369912,151.076493024516,196.030955659745
284,80.2834187191247,115.208142626893,151.008334981276,196.012362028008
285,80.2247561516124,115.179760404304,150.940035856796,195.993611994742
286,80.1659657349202,115.151208645854,150.871595834316,195.974705472199
287,80.1070476207892,115.122487295628,150.803015097267,195.955642372769
288,80.0480019615231,115.09359629747,150.734293830182,195.936422608065
289,79.9888289097449,115.064535595235,150.665432218339,195.91704608928
290,79.9295286183637,115.035305132815,150.596430447708,195.897512727242
291,79.8701012403558,115.005904854361,150.527288704625,195.87782243274
292,79.8105469294347,114.976334703614,150.458007176804,195.857975115507
293,79.7508658393062,114.946594624647,150.388586052217,195.837970685346
294,79.6910581240967,114.916684561439,150.319025519738,195.817809051484
295,79.6311239382464,114.886604457979,150.249325768989,195.797490122725
296,79.5710634364511,114.856354258327,150.179486990249,195.777013807541
297,79.5108767737198,114.825933906555,150.109509374546,195.756380013977
298,79.4505641053804,114.795343346741,150.03939311367,195.735588649648
299,79.3901255871995,114.764582522848,149.96913840035,195.714639621548
300,79.3295613749694,114.733651379141,149.898745427636,195.693532836681
301,79.2688716249984,114.702549859691,149.82821438964,195.672268201306
302,79.2080564938645,114.671277908625,149.75754548117,195.650845621319
303,79.1471161382699,114.639835470271,149.686738897503,195.629265002465
304,79.0860507155435,114.608222488653,149.615794835158,195.607526249575
305,79.0248603829933,114.576438908142,149.544713490909,195.585629267548
306,78.9635452984592,114.544484672901,149.473495062631,195.563573960507
307,78.9021056198649,114.512359727332,149.402139748613,195.541360232482
308,78.8405415056729,114.480064015624,149.330647748267,195.51898798671
309,78.7788531143228,114.447597482311,149.259019261254,195.496457126495
310,78.7170406049234,114.414960071584,149.187254488562,195.473767554145
311,78.6551041366427,114.382151727894,149.115353631562,195.450919171903
312,78.5930438688606,114.349172395809,149.043316892251,195.427911881714
313,78.5308599614863,114.316022019688,148.971144473734,195.404745584734
314,78.468552574585,114.282700544057,148.898836579661,195.381420181902
315,78.4061218685389,114.24920791345,148.826393414468,195.357935573689
316,78.3435680039069,114.215544072546,148.753815183171,195.334291660313
317,78.2808911417256,114.18170896587,148.681102091825,195.310488341274
318,78.2180914432,114.147702538101,148.608254347055,195.286525515827
319,78.1551690699063,114.11352473387,148.535272156362,195.262403082669
320,78.0921241835297,114.07917549802,148.462155727732,195.238120940339
321,78.0289569462017,114.044654775273,148.388905270148,195.2136789867
322,77.9656675202971,114.009962510427,148.315520993287,195.189077119242
323,77.9022560684497,113.975098648346,148.242003107539,195.164315235068
324,77.8387227535767,113.940063133931,148.16835182405,195.139393230842
325,77.7750677388582,113.904855912142,148.094567354693,195.114311002826
326,77.7112911877492,113.869476927988,148.020649912087,195.089068446858
327,77.6473932640506,113.833926126451,147.94659970971,195.063665458239
328,77.5833741317273,113.798203452673,147.872416961616,195.038101932012
329,77.5192339551096,113.762308851752,147.798101882752,195.012377762652
330,77.454972898767,113.726242268865,147.723654688766,194.986492844255
331,77.3905911275389,113.690003649246,147.649075596051,194.960447070491
332,77.3260888064884,113.653592938221,147.574364821679,194.934240334672
333,77.2614661009891,113.617010081129,147.499522583537,194.907872529617
334,77.1967231767624,113.580255023284,147.424549100385,194.881343547593
335,77.1318601996909,113.543327710156,147.349444591572,194.854653280598
336,77.0668773359351,113.506228087259,147.274209277216,194.827801620184
337,77.0017747518941,113.468956100192,147.198843378143,194.800788457512
338,76.9365526143132,113.431511694522,147.123347116061,194.773613683183
339,76.8712110901662,113.393894815914,147.047720713374,194.746277187423
340,76.8057503466129,113.356105410165,146.971964393123,194.718778860141
341,76.7401705512192,113.318143422983,146.896078379324,194.691118590588
342,76.6744718716637,113.280008800288,146.820062896517,194.663296267815
343,76.6086544759721,113.24170148797,146.743918170133,194.635311780301
344,76.5427185323269,113.203221432083,146.667644426198,194.607165016247
345,76.4766642092405,113.16456857867,146.591241891604,194.578855863311
