1,9,9501.12297302543,10478.3003735877,10645.2489740373,11713.6653803933
2,9,9503.02712359628,10475.2824364496,10648.9102538419,11708.7685363393
3,9,9501.91703276038,10477.627973819,10648.036548159,11712.5301115376
4,9,9502.42709141411,10476.7498355194,10649.8339301595,11711.0794624358
5,9,9503.95932290233,10477.6881749664,10653.5440198793,11712.2256095865
6,9,9503.38871226088,10480.1144952402,10653.2211797303,11715.7733380024
7,9,9507.5229679376,10479.9507775774,10660.4716760254,11714.1809706017
8,9,9506.71648786453,10485.3939269224,10658.9077468627,11721.4027094764
9,9,9510.58172505403,10485.1914994698,10664.2665126911,11718.5610669172
10,9,9513.7164481997,10490.3315247693,10667.7700580609,11723.5343986047
11,9,9518.34806125766,10494.7070333544,10672.3100288616,11726.5926273766
12,9,9526.60551971249,10500.6076653599,10682.6288868915,11730.5605040782
13,9,9533.8488021208,10510.7631051178,10688.9730731824,11741.4400012529
14,9,9548.44368721581,10519.3536018739,10707.1155689964,11747.2085501009
15,9,9563.66550429681,10536.2532700214,10724.5812973256,11766.3890627107
16,9,9589.34153311149,10553.4805497828,10757.8062113373,11784.390889695
17,9,9627.7117441499,10582.0150983055,10810.0658655976,11819.4214582325
18,9,9693.64451117721,10624.1278804478,10902.6022654425,11875.0973702873
19,9,9824.44091311907,10695.767417872,11089.4286522986,11974.3988097276
