i,x_inf,x_sup,theta_inf,theta_sup,lam2_sup,lam3_inf,isOK
3299,0.72441853199999995,0.73376930399999996,0.50735869499999997,0.51733379400000001,247.12531139335206,343.67426684800182,OK
3300,0.73376930399999996,0.74312007599999996,0.50735869499999997,0.51733379400000001,243.61222590338022,340.18155312817333,OK
3301,0.74312007599999996,0.75247084799999997,0.50735869499999997,0.51733379400000001,240.21529673992814,336.34695182221537,OK
3302,0.75247084799999997,0.76182162099999995,0.50735869499999997,0.51733379400000001,236.92911159652485,332.52660611877576,OK
3303,0.76182162099999995,0.77117239299999996,0.50735869499999997,0.51733379400000001,233.74941098327636,329.25674875047656,OK
3304,0.77117239299999996,0.78052316499999996,0.50735869499999997,0.51733379400000001,230.67148588741091,325.98035950806582,OK
3305,0.78052316499999996,0.78987393699999997,0.50735869499999997,0.51733379400000001,227.69134034232772,322.79498199781676,OK
3306,0.78987393699999997,0.79922470899999998,0.50735869499999997,0.51733379400000001,224.80497247178519,319.48280210929903,OK
3307,0.79922470899999998,0.80857548099999998,0.50735869499999997,0.51733379400000001,222.00826220587712,316.57772116862145,OK
3308,0.80857548099999998,0.81792625399999996,0.50735869499999997,0.51733379400000001,219.29763255091012,313.55568904303965,OK
3309,0.81792625399999996,0.82727702599999997,0.50735869499999997,0.51733379400000001,216.66962163511258,310.68801866362338,OK
3310,0.82727702599999997,0.83662779799999998,0.50735869499999997,0.51733379400000001,214.12086054839151,307.73322153106142,OK
3311,0.83662779799999998,0.84597856999999999,0.50735869499999997,0.51733379400000001,211.64822626793472,304.71927804916425,OK
3312,0.84597856999999999,0.85532934199999999,0.50735869499999997,0.51733379400000001,209.2486362615208,301.70698130920408,OK
3313,0.85532934199999999,0.864680114,0.50735869499999997,0.51733379400000001,206.91916779511072,298.61974464712904,OK
3314,0.864680114,0.87403088699999998,0.50735869499999997,0.51733379400000001,204.65702964405227,295.49862410516295,OK
3315,0.5,0.50922852200000002,0.51733379400000001,0.52730889199999997,375.32921333933547,488.83372785582941,OK
3316,0.50922852200000002,0.51845704400000003,0.51733379400000001,0.52730889199999997,366.71143076347192,478.94140787095722,OK
3317,0.51845704400000003,0.52768556600000005,0.51733379400000001,0.52730889199999997,358.4857033839881,468.88335915560862,OK
3318,0.52768556600000005,0.53691408799999996,0.51733379400000001,0.52730889199999997,350.62996359495673,459.90185420989008,OK
3319,0.53691408799999996,0.54614260999999997,0.51733379400000001,0.52730889199999997,343.1172572627259,451.16144118400166,OK
3320,0.54614260999999997,0.55537113199999999,0.51733379400000001,0.52730889199999997,335.92676051137812,442.81328335254966,OK
3321,0.55537113199999999,0.56459965400000001,0.51733379400000001,0.52730889199999997,329.04196760481744,434.25262586746362,OK
3322,0.56459965400000001,0.57382817600000002,0.51733379400000001,0.52730889199999997,322.44281130823384,426.64947034004882,OK
3323,0.57382817600000002,0.58305669800000004,0.51733379400000001,0.52730889199999997,316.11394034042434,419.61423519097781,OK
3324,0.58305669800000004,0.59228521999999995,0.51733379400000001,0.52730889199999997,310.03960897034409,412.29065790933413,OK
3325,0.59228521999999995,0.60151374199999996,0.51733379400000001,0.52730889199999997,304.20524471994071,405.76061446999836,OK
3326,0.60151374199999996,0.61074226399999998,0.51733379400000001,0.52730889199999997,298.59811242034135,398.91297420402384,OK
3327,0.61074226399999998,0.619970786,0.51733379400000001,0.52730889199999997,293.2062603805436,393.10286870886807,OK
3328,0.619970786,0.62919930700000004,0.51733379400000001,0.52730889199999997,288.01796755876143,387.08852513263361,OK
3329,0.62919930700000004,0.63842782899999995,0.51733379400000001,0.52730889199999997,283.02372401391108,381.37770030680906,OK
3330,0.63842782899999995,0.64765635099999996,0.51733379400000001,0.52730889199999997,278.21327611345538,376.03458441063071,OK
3331,0.64765635099999996,0.65688487299999998,0.51733379400000001,0.52730889199999997,273.57737879746219,370.74824558191432,OK
3332,0.65688487299999998,0.666113395,0.51733379400000001,0.52730889199999997,269.1074725288986,365.38954675340887,OK
3333,0.666113395,0.67534191700000001,0.51733379400000001,0.52730889199999997,264.79616583672015,360.90650446094168,OK
3334,0.67534191700000001,0.68457043900000003,0.51733379400000001,0.52730889199999997,260.63581562313669,356.1840768348456,OK
3335,0.68457043900000003,0.69379896100000005,0.51733379400000001,0.52730889199999997,256.61931960023617,351.9393294391221,OK
3336,0.69379896100000005,0.70302748299999995,0.51733379400000001,0.52730889199999997,252.74031024174451,347.29524230801411,OK
3337,0.70302748299999995,0.71225600499999997,0.51733379400000001,0.52730889199999997,248.99239805466163,343.35103571762153,OK
3338,0.71225600499999997,0.72148452699999999,0.51733379400000001,0.52730889199999997,245.36989802505445,339.42191281141345,OK
3339,0.72148452699999999,0.730713049,0.51733379400000001,0.52730889199999997,241.86733376120202,335.30774021081072,OK
3340,0.730713049,0.73994157100000002,0.51733379400000001,0.52730889199999997,238.47953346919391,331.53969576629578,OK
3341,0.73994157100000002,0.74917009300000004,0.51733379400000001,0.52730889199999997,235.20158487693868,328.07987967742525,OK
3342,0.74917009300000004,0.75839861500000005,0.51733379400000001,0.52730889199999997,232.02883633145782,324.46266133883063,OK
3343,0.75839861500000005,0.76762713699999996,0.51733379400000001,0.52730889199999997,228.95679563013618,321.07933950632128,OK
3344,0.76762713699999996,0.77685565899999998,0.51733379400000001,0.52730889199999997,225.98129928316774,317.7467699001902,OK
3345,0.77685565899999998,0.78608418099999999,0.51733379400000001,0.52730889199999997,223.09855292918419,314.54706606528794,OK
3346,0.78608418099999999,0.79531270300000001,0.51733379400000001,0.52730889199999997,220.3046311291296,311.27114468027042,OK
3347,0.79531270300000001,0.80454122500000003,0.51733379400000001,0.52730889199999997,217.59592838928245,308.43844592063004,OK
3348,0.80454122500000003,0.81376974700000004,0.51733379400000001,0.52730889199999997,214.96895092937325,305.31755275156314,OK
3349,0.81376974700000004,0.82299826899999995,0.51733379400000001,0.52730889199999997,212.42047294678966,302.30756228914134,OK
3350,0.82299826899999995,0.83222679099999997,0.51733379400000001,0.52730889199999997,209.94738496808776,299.1817651863575,OK
3351,0.83222679099999997,0.84145531299999998,0.51733379400000001,0.52730889199999997,207.54659572491389,296.38420291895221,OK
3352,0.84145531299999998,0.850683835,0.51733379400000001,0.52730889199999997,205.2152998486732,293.35013326081287,OK
3353,0.850683835,0.85991235700000002,0.51733379400000001,0.52730889199999997,202.95062531406012,290.17977698498163,OK
3354,0.85991235700000002,0.86914087799999995,0.51733379400000001,0.52730889199999997,200.75016510728639,287.2139031755114,OK
3355,0.5,0.50910411,0.52730889199999997,0.53728399100000002,364.50450519710716,475.8317105993396,OK
3356,0.50910411,0.51820821900000003,0.52730889199999997,0.53728399100000002,356.31242305036062,465.93938846637309,OK
3357,0.51820821900000003,0.52731232900000002,0.52730889199999997,0.53728399100000002,348.48724344230516,456.87951790212304,OK
3358,0.52731232900000002,0.53641643900000002,0.52730889199999997,0.53728399100000002,341.00896304956575,447.81294920431776,OK
3359,0.53641643900000002,0.54552054900000002,0.52730889199999997,0.53728399100000002,333.85141941019822,439.28490609172928,OK
3360,0.54552054900000002,0.55462465800000005,0.52730889199999997,0.53728399100000002,326.99818234980887,431.12841196084986,OK
3361,0.55462465800000005,0.56372876800000005,0.52730889199999997,0.53728399100000002,320.43121775392666,423.91547379700455,OK
3362,0.56372876800000005,0.57283287800000005,0.52730889199999997,0.53728399100000002,314.13347606938424,416.43663017884865,OK
3363,0.57283287800000005,0.58193698800000004,0.52730889199999997,0.53728399100000002,308.0894829535319,409.19277862754745,OK
3364,0.58193698800000004,0.59104109699999996,0.52730889199999997,0.53728399100000002,302.284819704749,402.01923381191017,OK
3365,0.59104109699999996,0.60014520699999996,0.52730889199999997,0.53728399100000002,296.70636862951375,395.80911554814088,OK
3366,0.60014520699999996,0.60924931699999996,0.52730889199999997,0.53728399100000002,291.34198403886705,389.71328491436662,OK
3367,0.60924931699999996,0.61835342699999996,0.52730889199999997,0.53728399100000002,286.18050789465622,383.57825609616327,OK
3368,0.61835342699999996,0.62745753599999998,0.52730889199999997,0.53728399100000002,281.21102750581719,377.63185892974883,OK
3369,0.62745753599999998,0.63656164599999998,0.52730889199999997,0.53728399100000002,276.42465972970911,372.43729360074502,OK
3370,0.63656164599999998,0.64566575599999998,0.52730889199999997,0.53728399100000002,271.81162430187538,366.86851546352051,OK
3371,0.64566575599999998,0.65476986500000001,0.52730889199999997,0.53728399100000002,267.36335049315784,361.75205183385845,OK
3372,0.65476986500000001,0.66387397500000001,0.52730889199999997,0.53728399100000002,263.07202148638362,357.07830118297102,OK
3373,0.66387397500000001,0.672978085,0.52730889199999997,0.53728399100000002,258.93049900303686,352.09604057008869,OK
3374,0.672978085,0.682082195,0.52730889199999997,0.53728399100000002,254.93148477176965,347.68980794587105,OK
3375,0.682082195,0.69118630400000003,0.52730889199999997,0.53728399100000002,251.06858182153039,343.28408025406071,OK
3376,0.69118630400000003,0.70029041400000003,0.52730889199999997,0.53728399100000002,247.33555150366286,339.00994529677922,OK
3377,0.70029041400000003,0.70939452400000003,0.52730889199999997,0.53728399100000002,243.72664455619525,335.0184947220597,OK
3378,0.70939452400000003,0.71849863400000002,0.52730889199999997,0.53728399100000002,240.2363725405263,330.99331464986852,OK
3379,0.71849863400000002,0.72760274300000005,0.52730889199999997,0.53728399100000002,236.8596842926344,327.01860084449231,OK
3380,0.72760274300000005,0.73670685300000005,0.52730889199999997,0.53728399100000002,233.59151348458622,323.52394698684998,OK
3381,0.73670685300000005,0.74581096300000005,0.52730889199999997,0.53728399100000002,230.42744905063665,320.01869979908275,OK
3382,0.74581096300000005,0.75491507300000005,0.52730889199999997,0.53728399100000002,227.3628853188728,316.32786625195234,OK
3383,0.75491507300000005,0.76401918199999996,0.52730889199999997,0.53728399100000002,224.39390110387239,312.98922840988632,OK
3384,0.76401918199999996,0.77312329199999996,0.52730889199999997,0.53728399100000002,221.51649161674118,309.78918235078714,OK
3385,0.77312329199999996,0.78222740199999996,0.52730889199999997,0.53728399100000002,218.7269711740785,306.38960798721416,OK
3386,0.78222740199999996,0.79133151099999999,0.52730889199999997,0.53728399100000002,216.0216311950372,303.48945719326929,OK
3387,0.79133151099999999,0.80043562099999999,0.52730889199999997,0.53728399100000002,213.39722922366295,300.13592946821063,OK
3388,0.80043562099999999,0.80953973099999998,0.52730889199999997,0.53728399100000002,210.85040979887873,297.08826019268957,OK
3389,0.80953973099999998,0.81864384099999998,0.52730889199999997,0.53728399100000002,208.37825913331756,294.25593281587834,OK
3390,0.81864384099999998,0.82774795000000001,0.52730889199999997,0.53728399100000002,205.97763351115199,291.2329320070441,OK
3391,0.82774795000000001,0.83685206000000001,0.52730889199999997,0.53728399100000002,203.64578855792536,288.26762605616625,OK
3392,0.83685206000000001,0.84595617000000001,0.52730889199999997,0.53728399100000002,201.37995720063893,285.2518576431151,OK
3393,0.84595617000000001,0.85506028000000001,0.52730889199999997,0.53728399100000002,199.17772005440915,282.28487277631228,OK
3394,0.85506028000000001,0.86416438900000003,0.52730889199999997,0.53728399100000002,197.0364713816148,279.26346718826142,OK
3395,0.5,0.50897754799999995,0.53728399100000002,0.54725908899999998,354.19046748883608,463.84201909800817,OK
3396,0.50897754799999995,0.517955096,0.53728399100000002,0.54725908899999998,346.40328172857096,454.04292415296754,OK
3397,0.517955096,0.52693264399999995,0.53728399100000002,0.54725908899999998,338.95895023464141,445.30856522454258,OK
3398,0.52693264399999995,0.53591019100000004,0.53728399100000002,0.54725908899999998,331.83797236321254,436.89907153216819,OK
3399,0.53591019100000004,0.54488773899999998,0.53728399100000002,0.54725908899999998,325.02017052336498,428.68496798771906,OK
3400,0.54488773899999998,0.55386528700000004,0.53728399100000002,0.54725908899999998,318.48673151363437,420.62288674289374,OK
3401,0.55386528700000004,0.56284283499999999,0.53728399100000002,0.54725908899999998,312.22224465507128,413.47518776993957,OK
3402,0.56284283499999999,0.57182038300000004,0.53728399100000002,0.54725908899999998,306.21091471375217,406.12211133553836,OK
3403,0.57182038300000004,0.58079793099999999,0.53728399100000002,0.54725908899999998,300.437788344544,399.46036196801924,OK
3404,0.58079793099999999,0.58977547900000005,0.53728399100000002,0.54725908899999998,294.8900532535348,392.53313442568032,OK
3405,0.58977547900000005,0.59875302600000002,0.53728399100000002,0.54725908899999998,289.5553332046249,386.2117262141258,OK
3406,0.59875302600000002,0.60773057399999997,0.53728399100000002,0.54725908899999998,284.42171744093491,380.29624539641941,OK
3407,0.60773057399999997,0.61670812200000003,0.53728399100000002,0.54725908899999998,279.48005821960987,374.26298166661843,OK
3408,0.61670812200000003,0.62568566999999997,0.53728399100000002,0.54725908899999998,274.71942162277958,368.81851933460649,OK
3409,0.62568566999999997,0.63466321800000003,0.53728399100000002,0.54725908899999998,270.13101977766809,363.41464687891022,OK
3410,0.63466321800000003,0.64364076599999998,0.53728399100000002,0.54725908899999998,265.70621646957471,358.21572035374396,OK
3411,0.64364076599999998,0.65261831400000003,0.53728399100000002,0.54725908899999998,261.43708384801545,353.29148917870589,OK
3412,0.65261831400000003,0.66159586100000001,0.53728399100000002,0.54725908899999998,257.31601499949517,348.67009741570592,OK
3413,0.66159586100000001,0.67057340899999995,0.53728399100000002,0.54725908899999998,253.33641406880128,343.86390610796042,OK
3414,0.67057340899999995,0.67955095700000001,0.53728399100000002,0.54725908899999998,249.49152882722063,339.36472237676873,OK
3415,0.67955095700000001,0.68852850499999996,0.53728399100000002,0.54725908899999998,245.77529501869856,335.17851728498505,OK
3416,0.68852850499999996,0.69750605300000001,0.53728399100000002,0.54725908899999998,242.18178414391537,330.96797732285745,OK
3417,0.69750605300000001,0.70648360099999996,0.53728399100000002,0.54725908899999998,238.7057118914143,326.95441892637217,OK
3418,0.70648360099999996,0.71546114900000002,0.53728399100000002,0.54725908899999998,235.34184444268791,323.18329954958409,OK
3419,0.71546114900000002,0.72443869599999999,0.53728399100000002,0.54725908899999998,232.08537855123103,319.42864439800292,OK
3420,0.72443869599999999,0.73341624400000005,0.53728399100000002,0.54725908899999998,228.93176627714362,315.88446022578643,OK
3421,0.73341624400000005,0.742393792,0.53728399100000002,0.54725908899999998,225.87663267097378,312.1314243581146,OK
3422,0.742393792,0.75137134000000005,0.53728399100000002,0.54725908899999998,222.91581914785135,308.37976613602706,OK
3423,0.75137134000000005,0.760348888,0.53728399100000002,0.54725908899999998,220.04556496343417,305.08416325660693,OK
3424,0.760348888,0.76932643599999995,0.53728399100000002,0.54725908899999998,217.26200857711029,301.77824454087414,OK
3425,0.76932643599999995,0.778303984,0.53728399100000002,0.54725908899999998,214.56185702665474,298.63402361705346,OK
3426,0.778303984,0.78728153099999998,0.53728399100000002,0.54725908899999998,211.94160145721844,295.39132032658426,OK
3427,0.78728153099999998,0.79625907900000004,0.53728399100000002,0.54725908899999998,209.39803170778657,292.43617846106054,OK
3428,0.79625907900000004,0.80523662699999998,0.53728399100000002,0.54725908899999998,206.92819458287829,289.43736711127372,OK
3429,0.80523662699999998,0.81421417500000004,0.53728399100000002,0.54725908899999998,204.52922671160707,286.4804627052784,OK
3430,0.81421417500000004,0.82319172299999999,0.53728399100000002,0.54725908899999998,202.19824405438288,283.26795916956462,OK
3431,0.82319172299999999,0.83216927100000004,0.53728399100000002,0.54725908899999998,199.93266239017956,280.5590380846981,OK
3432,0.83216927100000004,0.84114681899999999,0.53728399100000002,0.54725908899999998,197.72989432352017,277.75934213221575,OK
3433,0.84114681899999999,0.85012436599999996,0.53728399100000002,0.54725908899999998,195.58756379616213,274.70982911801002,OK
3434,0.85012436599999996,0.85910191400000002,0.53728399100000002,0.54725908899999998,193.50345053997586,271.91867426299643,OK
3435,0.5,0.50884884900000005,0.54725908899999998,0.55723418800000002,344.35618578833765,451.96451525474419,OK
3436,0.50884884900000005,0.51769769799999998,0.54725908899999998,0.55723418800000002,336.95205502479473,443.04871892201646,OK
3437,0.51769769799999998,0.52654654700000003,0.54725908899999998,0.55723418800000002,329.86941821725429,434.27878940665647,OK
3438,0.52654654700000003,0.53539539599999997,0.54725908899999998,0.55723418800000002,323.08915508198066,425.83522851783755,OK
3439,0.53539539599999997,0.54424424500000002,0.54725908899999998,0.55723418800000002,316.59269108408091,418.25727128111487,OK
3440,0.54424424500000002,0.55309309399999995,0.54725908899999998,0.55723418800000002,310.36421805750354,410.57409901439718,OK
3441,0.55309309399999995,0.56194194200000003,0.54725908899999998,0.55723418800000002,304.38771965073852,403.32298273212638,OK
3442,0.56194194200000003,0.57079079099999996,0.54725908899999998,0.55723418800000002,298.64888669008678,396.24934007492203,OK
3443,0.57079079099999996,0.57963964000000001,0.54725908899999998,0.55723418800000002,293.13390889222018,389.33313134219605,OK
3444,0.57963964000000001,0.58848848899999995,0.54725908899999998,0.55723418800000002,287.83057170131588,383.38325747412244,OK
3445,0.58848848899999995,0.597337338,0.54725908899999998,0.55723418800000002,282.72813234749691,377.07032455059772,OK
3446,0.597337338,0.60618618700000004,0.54725908899999998,0.55723418800000002,277.81553600504333,371.13648118554255,OK
3447,0.60618618700000004,0.61503503599999998,0.54725908899999998,0.55723418800000002,273.08323835083212,365.63135499341877,OK
3448,0.61503503599999998,0.62388388500000003,0.54725908899999998,0.55723418800000002,268.52156370197326,359.96861649454172,OK
3449,0.62388388500000003,0.63273273399999996,0.54725908899999998,0.55723418800000002,264.12229309723739,354.88997006541172,OK
3450,0.63273273399999996,0.64158158300000001,0.54725908899999998,0.55723418800000002,259.87730592817474,349.89025352404622,OK
3451,0.64158158300000001,0.65043043199999995,0.54725908899999998,0.55723418800000002,255.77893598463788,344.89602497425091,OK
3452,0.65043043199999995,0.65927928099999999,0.54725908899999998,0.55723418800000002,251.8207112283431,340.23830855009567,OK
3453,0.65927928099999999,0.66812813000000004,0.54725908899999998,0.55723418800000002,247.99604146539303,335.78964274856435,OK
3454,0.66812813000000004,0.67697697899999998,0.54725908899999998,0.55723418800000002,244.29851500712206,331.30263487404432,OK
3455,0.67697697899999998,0.68582582700000005,0.54725908899999998,0.55723418800000002,240.72233727408477,327.08619666558781,OK
3456,0.68582582700000005,0.69467467599999999,0.54725908899999998,0.55723418800000002,237.26238282120704,322.80079350719615,OK
3457,0.69467467599999999,0.70352352500000004,0.54725908899999998,0.55723418800000002,233.91339824796174,319.02609715956561,OK
3458,0.70352352500000004,0.71237237399999997,0.54725908899999998,0.55723418800000002,230.67068611718977,315.23598066953105,OK
3459,0.71237237399999997,0.72122122300000002,0.54725908899999998,0.55723418800000002,227.52944123236716,311.57720677393513,OK
3460,0.72122122300000002,0.73007007199999996,0.54725908899999998,0.55723418800000002,224.48548887886548,308.03021065473058,OK
3461,0.73007007199999996,0.73891892100000001,0.54725908899999998,0.55723418800000002,221.53478244967647,304.40756554164955,OK
3462,0.73891892100000001,0.74776777000000005,0.54725908899999998,0.55723418800000002,218.67339040914374,300.87894154848385,OK
3463,0.74776777000000005,0.75661661899999999,0.54725908899999998,0.55723418800000002,215.8977322964823,297.59087383879495,OK
3464,0.75661661899999999,0.76546546800000004,0.54725908899999998,0.55723418800000002,213.20429839137654,294.25917076919217,OK
3465,0.76546546800000004,0.77431431699999997,0.54725908899999998,0.55723418800000002,210.58988063511242,291.16496653771418,OK
3466,0.77431431699999997,0.78316316600000002,0.54725908899999998,0.55723418800000002,208.05126308430675,288.00065433705191,OK
3467,0.78316316600000002,0.79201201499999996,0.54725908899999998,0.55723418800000002,205.58553050024113,284.93443991286756,OK
3468,0.79201201499999996,0.80086086300000003,0.54725908899999998,0.55723418800000002,203.18964753342706,281.9751162219244,OK
3469,0.80086086300000003,0.80970971199999997,0.54725908899999998,0.55723418800000002,200.86105780716184,279.03141773451864,OK
3470,0.80970971199999997,0.81855856100000002,0.54725908899999998,0.55723418800000002,198.59703972074115,276.04104087493653,OK
3471,0.81855856100000002,0.82740740999999995,0.54725908899999998,0.55723418800000002,196.39523811988946,273.21228535490775,OK
3472,0.82740740999999995,0.836256259,0.54725908899999998,0.55723418800000002,194.2531849096909,270.45275873687342,OK
3473,0.836256259,0.84510510800000005,0.54725908899999998,0.55723418800000002,192.16871438025572,267.61207607216386,OK
3474,0.84510510800000005,0.85395395699999999,0.54725908899999998,0.55723418800000002,190.13961316394165,264.90660106341198,OK
3475,0.5,0.50871802600000005,0.55723418800000002,0.56720928599999998,334.96851145681615,440.21327891536362,OK
3476,0.50871802600000005,0.51743605100000001,0.55723418800000002,0.56720928599999998,327.92871597908078,431.73182433756159,OK
3477,0.51743605100000001,0.52615407700000005,0.55723418800000002,0.56720928599999998,321.18977335870846,423.08146413272306,OK
3478,0.52615407700000005,0.53487210299999999,0.55723418800000002,0.56720928599999998,314.73406834625098,415.02587583071846,OK
3479,0.53487210299999999,0.54359012900000003,0.55723418800000002,0.56720928599999998,308.54389727308404,407.72964770817674,OK
3480,0.54359012900000003,0.552308154,0.55723418800000002,0.56720928599999998,302.60518119325826,400.52387642304558,OK
3481,0.552308154,0.56102618000000004,0.55723418800000002,0.56720928599999998,296.90266762316827,393.58933039362773,OK
3482,0.56102618000000004,0.56974420599999998,0.55723418800000002,0.56720928599999998,291.42337707683828,386.99208383446893,OK
3483,0.56974420599999998,0.57846223200000002,0.55723418800000002,0.56720928599999998,286.15475862167199,380.44846955730156,OK
3484,0.57846223200000002,0.58718025699999998,0.55723418800000002,0.56720928599999998,281.08532756643547,374.16979217480508,OK
3485,0.58718025699999998,0.59589828300000003,0.55723418800000002,0.56720928599999998,276.20440999667687,368.01636333780169,OK
3486,0.59589828300000003,0.60461630899999996,0.55723418800000002,0.56720928599999998,271.50236814410084,362.41427302086112,OK
3487,0.60461630899999996,0.61333433500000001,0.55723418800000002,0.56720928599999998,266.97007577729477,357.10082312999316,OK
3488,0.61333433500000001,0.62205235999999997,0.55723418800000002,0.56720928599999998,262.5984214653468,351.76934449790411,OK
3489,0.62205235999999997,0.63077038600000002,0.55723418800000002,0.56720928599999998,258.3798640457905,346.4332263044069,OK
3490,0.63077038600000002,0.63948841199999995,0.55723418800000002,0.56720928599999998,254.30671496011155,341.62226701641379,OK
3491,0.63948841199999995,0.648206438,0.55723418800000002,0.56720928599999998,250.3718717538751,336.62156814092691,OK
3492,0.648206438,0.65692446299999996,0.55723418800000002,0.56720928599999998,246.56942166628221,332.20351477702366,OK
3493,0.65692446299999996,0.665642489,0.55723418800000002,0.56720928599999998,242.89263263126378,327.82509211257616,OK
3494,0.665642489,0.67436051500000005,0.55723418800000002,0.56720928599999998,239.33616611150055,323.41609213659103,OK
3495,0.67436051500000005,0.68307854099999998,0.55723418800000002,0.56720928599999998,235.89440770258091,319.26082520195047,OK
3496,0.68307854099999998,0.69179656599999995,0.55723418800000002,0.56720928599999998,232.56233268606812,315.49508963620934,OK
3497,0.69179656599999995,0.70051459199999999,0.55723418800000002,0.56720928599999998,229.33513009835391,311.4853642940426,OK
3498,0.70051459199999999,0.70923261800000004,0.55723418800000002,0.56720928599999998,226.20828028065222,307.76220866591791,OK
3499,0.70923261800000004,0.71795064399999997,0.55723418800000002,0.56720928599999998,223.17761850887177,303.84151197367544,OK
3500,0.71795064399999997,0.72666866900000004,0.55723418800000002,0.56720928599999998,220.23889466178463,300.44073544669578,OK
3501,0.72666866900000004,0.73538669499999998,0.55723418800000002,0.56720928599999998,217.38835624934399,296.79394771849434,OK
3502,0.73538669499999998,0.74410472100000002,0.55723418800000002,0.56720928599999998,214.62249297151286,293.37630455473493,OK
3503,0.74410472100000002,0.75282274699999996,0.55723418800000002,0.56720928599999998,211.93770256324703,290.16095097782454,OK
3504,0.75282274699999996,0.76154077200000003,0.55723418800000002,0.56720928599999998,209.33085270702421,286.8456768454086,OK
3505,0.76154077200000003,0.77025879799999997,0.55723418800000002,0.56720928599999998,206.79888530628176,283.88352820423898,OK
3506,0.77025879799999997,0.77897682400000001,0.55723418800000002,0.56720928599999998,204.33879556814301,280.69769046305908,OK
3507,0.77897682400000001,0.78769484999999995,0.55723418800000002,0.56720928599999998,201.94779222072029,277.72251635947151,OK
3508,0.78769484999999995,0.79641287500000002,0.55723418800000002,0.56720928599999998,199.62316288735008,274.85058658670448,OK
3509,0.79641287500000002,0.80513090099999995,0.55723418800000002,0.56720928599999998,197.3622845591965,271.95688103782334,OK
3510,0.80513090099999995,0.813848927,0.55723418800000002,0.56720928599999998,195.16294414321067,268.93201227150809,OK
3511,0.813848927,0.82256695300000005,0.55723418800000002,0.56720928599999998,193.02261437853801,266.26906014787727,OK
3512,0.82256695300000005,0.83128497800000001,0.55723418800000002,0.56720928599999998,190.93915999199027,263.48373220432353,OK
3513,0.83128497800000001,0.84000300400000005,0.55723418800000002,0.56720928599999998,188.91050963782521,260.67368786370741,OK
3514,0.84000300400000005,0.84872102999999999,0.55723418800000002,0.56720928599999998,186.93454169252206,258.13330595233737,OK
3515,0.5,0.50858509100000004,0.56720928599999998,0.57718438400000005,325.99859324830578,429.1533793440795,OK
3516,0.50858509100000004,0.51717018299999995,0.56720928599999998,0.57718438400000005,319.30526770460625,420.59598317446807,OK
3517,0.51717018299999995,0.52575527399999999,0.56720928599999998,0.57718438400000005,312.8936574481441,412.96786808715945,OK
3518,0.52575527399999999,0.53434036500000004,0.56720928599999998,0.57718438400000005,306.74679153609878,405.14293555672373,OK
3519,0.53434036500000004,0.54292545699999994,0.56720928599999998,0.57718438400000005,300.8485216851065,398.07343841472698,OK
3520,0.54292545699999994,0.55151054799999999,0.56720928599999998,0.57718438400000005,295.1860030682198,390.81426557042511,OK
3521,0.55151054799999999,0.56009563900000003,0.56720928599999998,0.57718438400000005,289.74505694390314,384.11127638294363,OK
3522,0.56009563900000003,0.56868073100000005,0.56720928599999998,0.57718438400000005,284.51358356583796,377.57857649246699,OK
3523,0.56868073100000005,0.57726582199999998,0.56720928599999998,0.57718438400000005,279.48007397183238,371.40504990337558,OK
3524,0.57726582199999998,0.58585091300000003,0.56720928599999998,0.57718438400000005,274.63345872310748,365.21543607342619,OK
3525,0.58585091300000003,0.59443600500000005,0.56720928599999998,0.57718438400000005,269.96434121750394,359.45522437968492,OK
3526,0.59443600500000005,0.60302109599999998,0.56720928599999998,0.57718438400000005,265.4632900998368,353.83417482536908,OK
3527,0.60302109599999998,0.61160618700000002,0.56720928599999998,0.57718438400000005,261.12185959329599,348.53234513100489,OK
3528,0.61160618700000002,0.62019127900000004,0.56720928599999998,0.57718438400000005,256.93224887841183,343.37563217075547,OK
3529,0.62019127900000004,0.62877636999999997,0.56720928599999998,0.57718438400000005,252.88647880826059,338.37696272864531,OK
3530,0.62877636999999997,0.63736146100000002,0.56720928599999998,0.57718438400000005,248.97786029610566,333.58045945494598,OK
3531,0.63736146100000002,0.64594655300000003,0.56720928599999998,0.57718438400000005,245.19955708488476,328.89097844434343,OK
3532,0.64594655300000003,0.65453164399999997,0.56720928599999998,0.57718438400000005,241.54613027081194,324.40071649048633,OK
3533,0.65453164399999997,0.66311673500000001,0.56720928599999998,0.57718438400000005,238.01125581359233,320.20190623316404,OK
3534,0.66311673500000001,0.67170182700000003,0.56720928599999998,0.57718438400000005,234.5899244153253,315.7355927600608,OK
3535,0.67170182700000003,0.68028691799999996,0.56720928599999998,0.57718438400000005,231.27690672682718,311.69369477467069,OK
3536,0.68028691799999996,0.68887200900000001,0.56720928599999998,0.57718438400000005,228.06747294731284,307.6490400089013,OK
3537,0.68887200900000001,0.69745710100000002,0.56720928599999998,0.57718438400000005,224.95711554324001,303.7307257611314,OK
3538,0.69745710100000002,0.70604219199999996,0.56720928599999998,0.57718438400000005,221.94158587694565,300.24022551257372,OK
3539,0.70604219199999996,0.714627283,0.56720928599999998,0.57718438400000005,219.01688870245533,296.34259842131712,OK
3540,0.714627283,0.72321237500000002,0.56720928599999998,0.57718438400000005,216.17935801771966,293.23866257085172,OK
3541,0.72321237500000002,0.73179746599999995,0.56720928599999998,0.57718438400000005,213.42516451381672,289.46765939823086,OK
