a,b,lambda1,lambda2,lambda3,lambda4
0.85,0.72,67.01704572030225,136.58766644972258,175.2374388779349,226.3573665494137
0.85,0.73,65.98624608697864,134.80560988897994,172.1847666282386,223.8376008197215
0.85,0.74,64.9910156932272,133.07178152868997,169.25143758827164,221.37671912771276
0.85,0.75,64.02962845976131,131.383670622892,166.4318316242705,218.97107220734807
0.85,0.76,63.100464617455756,129.73892461645835,163.72066842651674,216.61718450667394
0.85,0.77,62.202002828166044,128.13534011564465,161.1129801434742,214.31174310602282
0.85,0.78,61.332812985125365,126.57085472506174,158.6040861928689,212.05158869050655
0.85,0.79,60.49154962620474,125.04353963024361,156.1895700910868,209.83370856324674
0.85,0.8,59.67694590078053,123.55159281121772,153.86525816283742,207.65523169925154
0.85,0.81,58.88780803729749,122.09333277834673,151.62720001103753,205.51342584023521
0.85,0.82,58.12301026425718,120.6671927282889,149.47165064250302,203.40569661658074
0.85,0.83,57.381490142382646,119.271715025241,147.39505415766746,201.32958865125133
0.85,0.84,56.66224427006181,117.90554592110291,145.39402892210285,199.2827885503008
0.85,0.85,55.964324328144,116.56743043811646,143.46535414409652,197.2631296148995
0.85,0.86,55.28683343353184,115.25620734871745,141.6059577859309,195.26859802148513
0.85,0.87,54.62892277415408,113.9708041998335,139.81290573724195,193.2973401138361
0.85,0.88,53.989788500590514,112.7102323423478,138.08339217721473,191.34767034033854
0.85,0.89,53.36866885206036,111.47358194045971,136.41473104903488,189.41807926245397
0.85,0.9,52.76484149665387,110.2600169496199,134.8043485655666,187.50724096994784
0.900,0.026,16445.774104423032,18448.143143828798,20218.770758718547,21884.051654718907,23489.393555546285
0.9,0.03,12523.002507070269,14209.704028103224,15723.21596739266,17173.505772239958
0.9,0.04,7248.569042700328,8431.46221445537,9505.506322620233,10539.118621664767
0.9,0.05,4766.736229159063,5671.588255416439,6504.9415449335,7314.843702487104
0.9,0.06,3397.272972025482,4127.330743121306,4808.979150534333,5478.243826765183
0.9,0.07,2559.091563121481,3169.902253500354,3747.5666188750088,4320.234555492243
0.9,0.08,2007.223582868134,2531.919291632294,3034.1142866655337,3536.45013388982
0.9,0.09,1623.5969703798512,2083.428191491812,2528.501710859275,2977.4233643429093
0.9,0.1,1345.4910844202602,1754.84862902663,2155.270422037523,2562.298380433924
0.9,0.11,1137.027843860425,1506.0788245062415,1870.6904168468377,2244.0109966673776
0.9,0.12,976.4501010429175,1312.6261764251472,1647.9127435415005,1993.5433332432992
0.9,0.13,849.92521692254,1158.812583029693,1469.6650619984662,1792.1526466351124
0.9,0.14,748.3081401953683,1034.2052097072626,1324.3989353847837,1627.2592101643681
0.9,0.15,665.3507457302322,931.6314145748601,1204.1386348361025,1490.142998109213
0.9,0.16,596.6626774263757,846.0208321981703,1103.221551159724,1374.5908548292703
0.9,0.17,539.083310728738,773.7020853156993,1017.5303530231049,1276.069305258442
0.9,0.18,490.2886979802394,711.9605239309136,944.0084290126572,1191.2009439668861
0.9,0.19,448.53799546389286,658.7515842698515,880.344764734238,1117.4227946176493
0.9,0.2,412.50545772796846,612.5100202804148,824.7635300235405,1052.7572779322988
0.9,0.21,381.16646878658617,572.0199291027519,775.8802651003131,995.6547364065048
0.9,0.22,353.7185874238439,536.3243265121755,732.6015201801424,944.882291530362
0.9,0.23,329.52580785012583,504.6610470992289,694.0535002194705,899.442731070654
0.9,0.24,308.07853407986164,476.4165302895759,659.5304710048658,858.511724108022
0.9,0.25,288.96439091504436,451.0919864577813,628.4568801532806,821.3824065448237
0.9,0.26,271.8466360248265,428.27827806731415,600.3591579211767,787.400471471005
0.9,0.27,256.44798684780244,407.6370310161969,574.8444554240247,755.8486328316658
0.9,0.28,242.53836000130607,388.8862631365742,551.5844251057684,725.6742433488723
0.9,0.29,229.92547483370075,371.78933059949776,530.3027135943819,695.1020982410582
0.9,0.3,218.44757907902826,356.1463407270723,510.76522049685843,662.9134964074092
0.9,0.31,207.96776445628808,341.7874186817113,492.7724406939396,630.6026553831371
0.9,0.32,198.36948590666083,328.56738204326234,476.15339201507567,599.8050041532297
0.9,0.33,189.55300085118162,316.3614948719779,460.7607604933322,571.0554923509632
0.9,0.34,181.43251803909632,305.0620568939704,446.4669885765233,544.3929143685016
0.9,0.35,173.93389831519247,294.575644190129,433.16109889836446,519.7029913365948
0.9,0.36,166.99278807130727,284.8208621436213,420.74609496461477,496.83118890951766
0.9,0.37,160.553094431333,275.72650414012463,409.1368153010658,475.61954986238885
0.9,0.38,154.56573222791422,267.23003389519823,398.2581422200943,455.91907035426607
0.9,0.39,148.98758857114282,259.2763275986932,388.0434814956837,437.5935490239388
0.9,0.4,143.78066270429966,251.81662593946047,378.4334332906084,420.52028763449795
0.9,0.41,138.91134789982993,244.80765666488543,369.37456021685585,404.58967227244835
0.9,0.42,134.34982909768448,238.21089647447462,360.81810182624827,389.7045377645374
0.9,0.43,130.06957535701883,231.99194735462547,352.71830952538625,375.7799405060776
0.9,0.44,126.04691036791849,226.12000737929168,345.02950194233694,362.7443540472633
0.9,0.45,122.26064753768917,220.5674198587198,337.6987496361847,350.545414367568
0.9,0.46,118.69177873988855,215.3092877635318,330.64066442095947,339.1737416490271
0.9,0.47,115.3232078518108,210.32314276746078,323.61963805805846,328.77948190276123
0.9,0.48,112.13952182911339,205.5886601811402,315.855093913361,320.06598794677933
0.9,0.49,109.12679336483713,201.08741259613777,307.0377720890126,313.2726013809329
0.9,0.5,106.2724102250746,196.80265630580024,298.1690915452905,307.33447506216345
0.9,0.51,103.5649271977516,192.71914557979198,289.6368639885751,301.80614590225423
0.9,0.52,100.99393727695877,188.8229706913287,281.5058376579254,296.57036623596736
0.9,0.53,98.54995926406461,185.1014162678818,273.77462773043834,291.5806251629678
0.9,0.54,96.22433942512274,181.5428370877291,266.426071885958,286.810311049533
0.9,0.55,94.0091652202125,178.13654889871103,259.43908167342005,282.2404356979421
0.9,0.56,91.8971894315088,174.87273221171367,252.7921544145179,277.8557478423229
0.9,0.57,89.88176327401196,171.74234733300125,246.4645599612995,273.64321512099775
0.9,0.58,87.95677728719394,168.73705915962387,240.43674831125276,269.5913229103939
0.9,0.59,86.11660898430677,165.8491704792685,234.69046180137516,265.68970147437636
0.9,0.6,84.3560763856445,163.0715626980742,229.20872680138845,261.92890235697547
0.9,0.61,82.67039668757292,160.3976430730419,223.97579526752673,258.30025007853516
0.9,0.62,81.05514942505535,157.82129765506988,218.9770667130969,254.7957354911992
0.9,0.63,79.5062435745209,155.3368492575764,214.19900454871873,251.40793417114597
0.9,0.64,78.0198881198878,152.9390198585345,209.6290533094674,248.12994102018442
0.9,0.65,76.59256566873482,150.62289692218775,205.2555597693393,244.95531607372786
0.9,0.66,75.22100876050831,148.38390319365342,201.0676992145771,241.87803850643851
0.9,0.67,73.90217855541745,146.21776957658182,197.0554072775397,238.89246692539686
0.9,0.68,72.63324563285688,144.12051075268644,193.20931729380985,235.99330467786757
0.9,0.69,71.41157266249186,142.0884032433407,189.52070292946826,233.17556928880828
0.9,0.7,70.23469874089915,140.11796564893763,185.98142572779057,230.43456539110844
0.9,0.71,69.10032521211348,138.20594083193507,182.5838871904682,227.76586067745603
0.9,0.72,68.00630281249848,136.34927983527402,179.32098500796582,225.16526451854156
0.9,0.73,66.95061999960296,134.54512735010886,176.186073071112,222.62880897706313
0.9,0.74,65.93139234113309,132.79080856554188,173.1729249217221,220.15273201064053
0.9,0.75,64.94685285470074,131.08381724941583,170.27570032964513,217.73346270652937
0.9,0.76,63.99534320158003,129.42180492316314,167.48891471358147,215.36760842995258
0.9,0.77,63.07530564867832,127.80257100591909,164.80741115214002,213.0519437985572
0.9,0.78,62.18527572256974,126.22405381388047,162.22633475880286,210.78340141856972
0.9,0.79,61.323875487874076,124.68432231045014,159.74110921943853,208.55906433401177
0.9,0.8,60.48980738962144,123.18156851154015,157.34741531329448,206.37616014850568
0.9,0.81,59.68184860582772,121.71410045861919,155.04117125824715,204.23205677888797
0.9,0.82,58.89884586217515,120.2803356799749,152.81851473830196,202.12425979029052
0.9,0.83,58.1397106658094,118.87879506841497,150.67578648601298,200.05041124265375
0.9,0.84,57.40341491966238,117.50809711127353,148.60951530485417,198.00828994812406
0.9,0.85,56.688986882797856,116.16695241642383,146.6164044268119,195.9958129979109
0.9,0.86,55.995507445654,114.85415848571286,144.69331910853325,194.0110383664698
0.9,0.87,55.3221066922639,113.56859469518422,142.83727537589567,192.05216834333098
0.9,0.88,54.66796072426242,112.30921744918587,141.04542983172033,190.11755348194592
0.9,0.89,54.0322887240189,111.07505548322298,139.31507044521268,188.20569669658008
0.9,0.9,53.414350236346486,109.86520529767137,137.64360824447235,186.31525708904346
0.950,0.026,16572.231272994191,18537.752590509728,20278.565963907753,21920.259023627495,23508.797167089611
0.95,0.03,12624.736822884277,14278.506620384307,15761.40775302846,17179.072150261774
0.95,0.04,7325.9956507982215,8489.613141585312,9546.72262852086,10565.54005010388
0.95,0.05,4828.402088962829,5720.321641863578,6542.235312670885,7342.635919848932
0.95,0.06,3447.9372736941395,4168.676872670921,4841.88358499637,5504.2331222095045
0.95,0.07,2601.6406336900423,3205.416946062737,3776.5089600728556,4343.826513714015
0.95,0.08,2043.5494830352106,2562.745090201664,3059.6215950956216,3557.655550966675
0.95,0.09,1655.0148823302418,2110.4198383838934,2551.0555994004035,2996.4180430224847
0.95,0.1,1372.9553412857094,1778.6611061451108,2175.283913119562,2579.299200409465
0.95,0.11,1161.253434970042,1527.2244825434177,1888.5114878426903,2259.2347041887915
0.95,0.12,997.9860077194511,1331.5125239891288,1663.83335484649,2007.1916968326555
0.95,0.13,869.2012621116454,1175.768184184019,1483.930364372205,1804.4077624251315
0.95,0.14,765.6662900854739,1049.498030246293,1337.2153511707868,1638.283168317026
0.95,0.15,681.0667765628592,945.4821766345179,1215.6806176811697,1500.0794404831609
0.95,0.16,610.961603269997,858.6129475240826,1113.6371384553968,1383.5672950300182
0.95,0.17,552.1506246553237,785.1891729026291,1026.9456951525428,1284.1997168216812
0.95,0.18,502.2787211310696,722.4721812601115,952.5314764416042,1198.588449547516
0.95,0.19,459.5801797451903,668.3978717519077,888.06827066268,1124.1624810430435
0.95,0.2,422.7092111089071,621.3849826755637,831.7674997356515,1058.9393165296397
0.95,0.21,390.62489547985916,580.2043867217575,782.2339587114622,1001.368184756317
0.95,0.22,362.51141909145747,543.8881064256128,738.3650946227182,950.220302823242
0.95,0.23,337.7217237298896,511.6647805903561,699.2793591042822,904.5106337015256
0.95,0.24,315.73701407969924,482.9131113001561,664.2643770430835,863.4411524719221
0.95,0.25,296.1372079785973,457.12776290061885,632.7388736060864,826.3590720654884
0.95,0.26,278.5790671876426,433.89403104623375,604.2243155466688,792.7256382159513
0.95,0.27,262.77980297868993,412.86878446667964,578.3235171561913,762.0924694735014
0.95,0.28,248.50464001013538,393.7659569855681,554.7043098376288,734.0831933584872
0.95,0.29,235.55727960443173,376.3453834023561,533.0869406143391,708.3776783490713
0.95,0.3,223.77251251570368,360.40412227930864,513.234249061539,684.6705454246635
0.95,0.31,213.01044308536694,345.7696488970219,494.9439366619326,653.9371244454603
0.95,0.32,203.1519339482564,332.2944691240761,478.0424271770533,620.7022709796374
0.95,0.33,194.09498419172314,319.8518232492689,462.37994697561066,590.247950929789
0.95,0.34,185.7518278423991,308.33223340799356,447.8265471944219,562.2801891180891
0.95,0.35,178.04659290768447,297.64070939873375,434.26885626732263,536.5340556654884
0.95,0.36,170.91340008656582,287.6944723840053,421.60739912583796,512.7789897610354
0.95,0.37,164.29480889554648,278.42108896185664,409.7543530730928,490.81451708319486
0.95,0.38,158.1405402309803,269.75693267216394,398.6316328965189,470.4660830167498
0.95,0.39,152.40642033969056,261.64590847344857,388.16921061192505,451.5815644032562
0.95,0.4,147.0535032264973,254.03838972230872,378.3035782294469,434.02846898644
0.95,0.41,142.04733771374998,246.89032787732634,368.9762533784538,417.6917898659952
0.95,0.42,137.35735241786404,240.1625033722098,360.13220411803655,402.4725179475997
0.95,0.43,132.9563373573505,233.81989247401688,351.71802704317895,388.28687753940613
0.95,0.44,128.82000514684182,227.83112991060634,343.6796553913902,375.0664260189527
0.95,0.45,124.92661805119334,222.1680509501732,335.95934243864275,362.7592052275183
0.95,0.46,121.25666978921225,216.80529969420448,328.49183863212994,351.33197151607027
0.95,0.47,117.79261304790315,211.71999278878718,321.20062125107563,340.7726010216561
0.95,0.48,114.51862531858536,206.89142971036844,313.9978943226156,331.0889158580815
0.95,0.49,111.42040698759612,202.30084234759968,306.79681582267506,322.2954440790387
0.95,0.5,108.48500667744783,197.9311778632244,299.5423245454377,314.3817161526932
0.95,0.51,105.70066969419997,193.76690984298145,292.2428471745296,307.2797967828331
0.95,0.52,103.05670613486578,189.79387357094794,284.96559112104586,300.8683293362784
0.95,0.53,100.54337577853246,185.99912195135224,277.7966278561994,295.0118737987732
0.95,0.54,98.151787351281,182.3707991553743,270.8066790289468,289.59461393704606
0.95,0.55,95.8738101389114,178.8980295319502,264.04095938070833,284.530069531845
0.95,0.56,93.70199623831783,175.57081970231218,257.5231448393701,279.7567367550916
0.95,0.57,91.62951200102572,172.37997207427657,251.2623080708741,275.23080717708285
0.95,0.58,89.65007744061411,169.3170082755721,245.25853253040503,270.9202482159716
0.95,0.59,87.75791255834021,166.37410122601955,239.50665160757913,266.8007932001662
0.95,0.6,85.94768969354679,163.5440147527297,233.99856972342627,262.8533797137618
0.95,0.61,84.21449113396547,160.82004980816538,228.72466773707743,259.0625300372415
0.95,0.62,82.55377132868918,158.1959964816668,223.6746474101802,255.41531564659087
0.95,0.63,80.96132313824293,155.6660911062087,218.83803696406363,251.90068090607608
0.95,0.64,79.43324763327057,153.22497785598824,214.2044914277279,248.50898981545956
0.95,0.65,77.96592701923556,150.8676743104199,209.76396769894404,245.23171378024904
0.95,0.66,76.55600032050293,148.58954052824546,205.50682239364707,242.06121050388546
0.95,0.67,75.20034150512997,146.38625123360688,201.42386175043805,238.99056315231945
0.95,0.68,73.89603977260475,144.2537707656733,197.50636165545237,236.0134603519739
0.95,0.69,72.6403817619717,142.1883304859887,193.74606909229072,233.1241045231122
0.95,0.7,71.43083546825791,140.18640837450377,190.13519217908262,230.31714034972148
0.95,0.71,70.26503568096412,138.24471057648773,186.66638337643914,227.58759790075132
0.95,0.72,69.1407707812566,136.36015468990644,183.33271882186506,224.9308466641093
0.95,0.73,68.0559707539198,134.52985460621446,180.12767570383045,222.34255790017767
0.95,0.74,67.00869628715887,132.75110673780858,177.04510891322872,219.81867348674132
0.95,0.75,65.99712884815821,131.02137748317017,174.07922776813035,217.35537994741884
0.95,0.76,65.01956163520522,129.33829179611493,171.22457331615055,214.94908671494196
0.95,0.77,64.07439131832973,127.69962273909925,168.47599652515265,212.5964079318867
0.95,0.78,63.160110490492364,126.10328191267446,165.82863754455295,210.29414726927482
0.95,0.79,62.27530075973856,124.54731066370078,163.27790613338837,208.03928536875756
0.95,0.8,61.4186264204889,123.02987198475223,160.81946329469554,205.82896960214595
0.95,0.81,60.588828648755,121.54924302579083,158.44920411801732,203.660505901441
0.95,0.82,59.7847201719549,120.10380814729969,156.16324180752207,201.53135244983173
0.95,0.83,59.005180369175584,118.69205245157772,153.95789285748063,199.43911504350265
0.95,0.84,58.24915076234076,117.31255573582817,151.82966332717373,197.38154393852935
0.95,0.85,57.51563086280382,115.96398681740081,149.77523616150643,195.35653198947824
0.95,0.86,56.80367434146815,114.64509818769145,147.7914595003997,193.36211386870036
0.95,0.87,56.1123854937499,113.3547209572339,145.87533591860935,191.3964661310266
0.95,0.88,55.440915973545216,112.09176006002085,144.02401253721047,189.4579078605795
0.95,0.89,54.78846177289303,110.85518969045246,142.23477194837972,187.54490160891885
0.95,0.9,54.15426042628584,109.64404895108765,140.50502389591114,185.65605431110026
1.000,0.026,16959.718677791319,18912.965596629434,20641.080351175475,22269.875161725922,23845.593768687479
1.0,0.03,12928.691785557736,14569.618453861634,16035.913731097498,17435.466193615135
1.0,0.04,7525.938047617189,8685.251392103255,9736.01426639947,10746.612297854334
1.0,0.05,4970.1097143221505,5860.260886520156,6678.664931132047,7474.367896415943
1.0,0.06,3553.8491775500324,4273.833344106494,4944.599476230556,5603.4766806121415
1.0,0.07,2683.952567451061,3287.425881993062,3856.575150208822,4420.949231261479
1.0,0.08,2109.4599064006143,2628.5542735396975,3123.7392805902828,3619.0981232318154
1.0,0.09,1709.0512912477748,2164.433431008413,2603.5047681147516,3046.337403271202
1.0,0.1,1418.1107919420622,1823.808567765002,2218.9266066348255,2620.489081303184
1.0,0.11,1199.5874441566084,1565.5320224111401,1925.335665472854,2293.6418931376334
1.0,0.12,1030.9631383741212,1364.4275354057802,1695.2640362667764,2036.215277148749
1.0,0.13,897.8920770803871,1204.3529358401208,1511.0164373614718,1829.079581487145
1.0,0.14,790.8718784104359,1074.5502856304722,1360.7464451512667,1659.3810003167416
1.0,0.15,703.3987812777913,967.6130460045022,1236.2628316458336,1518.2004725829415
1.0,0.16,630.8952802028433,878.2987039136646,1131.7436092956398,1399.177300012744
1.0,0.17,570.0609834132363,802.8066707776084,1042.9512613508593,1297.666793956288
1.0,0.18,518.4657311046786,738.3236385363762,966.73699176018,1210.2066607480306
1.0,0.19,474.28672022726875,682.7285706603312,900.718008110104,1134.1686775977673
1.0,0.2,436.13409366730383,634.39614692116,843.0618365681065,1067.525240850629
1.0,0.21,402.93246971144555,592.0627047060245,792.3387724678697,1008.6891770288341
1.0,0.22,373.8387650730477,554.732879190332,747.4188245337963,956.4014424896804
1.0,0.23,348.184111030927,521.6133594185806,707.3983826085446,909.6507756644727
1.0,0.24,325.4320965897173,492.06508507824833,671.5471518141072,867.6149793771597
1.0,0.25,305.1482839001429,465.56821893500114,639.2691624712002,829.6168576641306
1.0,0.26,286.9776389108585,441.69612053523707,610.0737213062628,795.0896781222858
1.0,0.27,270.6276064704811,420.09576007260296,583.5534919134379,763.5475350181795
1.0,0.28,255.85526790230855,400.47280533566556,559.3677597257386,734.5543621275112
1.0,0.29,242.45748998216453,382.5801436889923,537.2295157746054,707.6781067021254
1.0,0.3,230.26329231911208,366.2089593737105,516.8953864612139,682.3915528297814
1.0,0.31,219.1278782735302,351.1817328385596,498.1577072591886,657.8201867844165
1.0,0.32,208.9279262678894,337.34670067318734,480.83822733246745,632.4642061665437
1.0,0.33,199.55784526099225,324.573436144666,464.78306577157105,605.6413865542731
1.0,0.34,190.92677442068486,312.74929718057734,449.85863580985534,578.8466357526657
1.0,0.35,182.95616205032675,301.77655145453434,435.94832250810725,553.3072594891861
1.0,0.36,175.57779894066928,291.57003414333224,422.94974978913297,529.3880075035778
1.0,0.37,168.73221086207997,282.05522782066566,410.77250972107606,507.1108809734191
1.0,0.38,162.36733687120218,273.16667920856173,399.33625433606875,486.3937678494674
1.0,0.39,156.43743657239776,264.8466864915417,388.56907074846634,467.12701778109414
1.0,0.4,150.90218192506535,257.0442052868618,378.4060760314638,449.1988238204677
1.0,0.41,145.72589867493411,249.7139323532107,368.78818115248663,432.50407129604264
1.0,0.42,140.8769297706858,242.81553457601007,359.66098544546367,416.94734497423957
1.0,0.43,136.32709875738047,236.31299731877002,350.97377764123553,402.443724340815
1.0,0.44,132.0512555198012,230.1740713398639,342.6786409622946,388.91870803977747
1.0,0.45,128.02689017993438,224.3698014843863,334.72969481863623,376.30776639587947
1.0,0.46,124.2338036560939,218.8741235272443,327.08256176261835,364.5556516002429
1.0,0.47,120.65382553300242,213.66351805775295,319.6942279974809,353.6153855333695
1.0,0.48,117.2705715985705,208.71671230338188,312.52354951540923,343.44670496965125
1.0,0.49,114.06923476942046,204.01442240105462,305.53267404724073,334.01370075703744
1.0,0.5,111.03640422714075,199.53912992343254,298.6894668784265,325.28155872493807
1.0,0.51,108.15990847618197,195.27488752016606,291.97052785271336,317.2128063542678
1.0,0.52,105.4286787569829,191.2071493908904,285.3637045342376,309.7641502059164
1.0,0.53,102.83262983701007,187.32262300707686,278.86870993272595,302.8852857069863
1.0,0.54,100.36255568522036,183.60913907462074,272.49512441762164,296.52039034142615
1.0,0.55,98.0100379327278,180.0555372030273,266.2584263659371,290.6116472829374
1.0,0.56,95.76736535020176,176.65156513880788,260.1756343801836,285.1032091757066
1.0,0.57,93.62746284438388,173.3877897461796,254.26195832110238,279.9441982803957
1.0,0.58,91.58382870219131,170.25551818943143,248.52898377280772,275.09021267116395
1.0,0.59,89.63047899949399,167.24672799781524,242.98416768997572,270.5035557870928
1.0,0.6,87.76189824960825,164.35400488404125,237.63114129436093,266.1526889816913
1.0,0.61,85.97299549931601,161.57048734746144,232.4703707259132,262.01135284936055
1.0,0.62,84.25906519204493,158.88981722788108,227.49989006466566,258.0576394922273
1.0,0.63,82.61575221227285,156.30609549021713,222.71596582239604,254.27315383630813
1.0,0.64,81.03902060542606,153.81384261714044,218.11364302946313,250.64231144863797
1.0,0.65,79.52512553556161,151.40796306923113,213.68716950147234,247.1517741661628
1.0,0.66,78.07058810113247,149.08371334252627,209.43031396804213,243.79000602410872
1.0,0.67,76.67217267876663,146.83667321343012,205.33659878786642,240.54692716693629
1.0,0.68,75.3268665073771,144.6627198124728,201.39946686464612,237.41364473968835
1.0,0.69,74.03186126144067,142.55800421260227,197.6123991600071,234.38224315389468
1.0,0.7,72.7845363936174,140.51893025587614,193.9689956963661,231.44561977958188
1.0,0.71,71.58244405401422,138.5421353751434,190.46302985495004,228.59735533693546
1.0,0.72,70.42329541671093,136.62447319586408,187.08848328573671,225.83161086622997
1.0,0.73,69.3049482645476,134.76299772778714,183.83956683080376,223.14304517178266
1.0,0.74,68.22539570067008,132.95494897762867,180.71073142507345,220.52674816147658
1.0,0.75,67.18275587078936,131.1977398326985,177.69667187472245,217.97818664415175
1.0,0.76,66.17526259328915,129.48894408165893,174.7923256321304,215.49315999470863
1.0,0.77,65.2012568061477,127.82628545307773,171.99286811431114,213.0677637256351
1.0,0.78,64.25917874972825,126.20762756510007,169.29370569348396,210.6983594699115
1.0,0.79,63.34756081348092,124.63096469081866,166.6904671822608,208.38155022586577
1.0,0.8,62.46502098251525,123.09441325399315,164.178994411654,206.11415997057213
1.0,0.81,61.61025682675049,121.59620397870032,161.75533233517032,203.89321693675151
1.0,0.82,60.78203998167488,120.13467462467511,159.41571897106152,201.71593998579672
1.0,0.83,59.97921107486635,118.70826324738105,157.15657540511532,199.57972760778827
1.0,0.84,59.20067505741958,117.3155019285681,154.9744960102946,197.4821491478747
1.0,0.85,58.44539690343707,115.95501092916794,152.86623899033458,195.42093790337847
1.0,0.86,57.71239764460033,114.62549322194504,150.8287173181085,193.39398576368532
1.0,0.87,57.00075071010105,113.32572936649628,148.85899011247605,191.39933907979727
1.0,0.88,56.30957854513748,112.05457269380737,146.95425447728675,189.43519545702412
1.0,0.89,55.63804948387636,110.81094477198069,145.111837811412,187.49990116702372
1.0,0.9,54.98537485503954,109.5938311285595,143.3291905876556,185.59194887793416
1.020,0.010,109959.64655971828,116520.894768525,122121.03281017563,127246.14854323966,132075.96305156191
1.020,0.020,28676.851049692086,31404.263739568665,33786.516407677977,36008.433697033826,38138.500271498757
1.020,0.030,13218.586087008658,14871.29350133548,16342.211759033504,17735.202317406925,19088.284457367623
1.020,0.040,7684.3365562625868,8851.2107170985801,9906.731147313054,10919.434474935939,11914.13992669568
1.020,0.050,5069.8359072654603,5965.0674877161855,6786.6839590787449,7584.0927979417484,8375.0014754272452
1.020,0.060,3622.4983174942008,4346.1197086717693,5019.0477687418806,5678.960998731136,6339.2237685204091
1.020,0.070,2734.1481539005699,3340.3232707635675,3910.9172228794409,4475.7938058028867,5045.440804214224
1.020,0.080,2147.8173874232953,2668.98280711999,3165.1237109577296,3660.59267779635,4163.8594044089459
1.020,0.090,1739.358460923818,2196.3631867743125,2636.0430335943952,3078.6945756261098,3531.3058761598668
1.020,0.100,1442.691578054933,1849.6805994372423,2245.1513676546351,2646.3138287183533,3059.0286369464643
1.020,0.10,1417.5581337877445,1820.1492165359505,2211.7231989875581,2609.222335836213,3018.4094063761054
1.020,0.11,1200.7654163978607,1564.1859515794122,1920.9782529750444,2285.7264376517765,2663.3319405372267
1.020,0.12,1033.1220250519004,1364.4864880250518,1692.7024020546714,2030.4653114561877,2381.9828962274146
1.020,0.13,900.59228549327042,1205.2697724791878,1509.6062834852107,1824.7565479857708,2154.3553271526625
1.020,0.14,793.84957307535797,1075.9859198179033,1360.0799886768282,1656.0093577430932,1966.9231651648997
1.020,0.15,706.49320151634697,969.35273232955979,1236.0756105576891,1515.4657161725613,1810.2462221131004
1.020,0.16,634.00785782145408,880.2042741854118,1131.8605465871487,1396.8659240574309,1677.5535912417911
1.020,0.17,573.13148498443013,804.78824752518119,1043.2544739713981,1295.6305794360617,1563.8700739347119
1.020,0.18,521.45799741813858,740.32250536062929,967.14615351039959,1208.3404993646056,1465.4557382586388
1.020,0.19,477.17988475691158,684.70642579262346,901.17782244979094,1132.3961790993033,1379.4283203937425
1.020,0.20,438.9170913670585,636.32826885465022,843.53401215361691,1065.7893649425182,1303.4822480813552
1.020,0.21,405.60053231253534,593.93349755792133,792.79670789127204,1006.9458407411527,1235.6015045540971
1.020,0.22,376.39115784717325,556.53293403729469,747.84405970186856,954.61496867916992,1173.4480334442087
1.020,0.23,350.62264810651658,523.33746451277545,707.77813951461746,907.79046676601763,1112.1422537732058
1.020,0.24,327.76016882773632,493.71089649491722,671.87268563972111,865.65243700110818,1045.3654839411483
1.020,0.25,307.37021095691529,467.13533223958484,639.53456631361314,827.52354905642119,978.99113394218364
1.020,0.26,289.09824201319657,443.18543759764043,610.27510203728139,792.8347069023597,917.93397311095612
1.020,0.270,274.22180299754939,423.58366785657023,586.23831213267817,764.15287810798839,867.98744340252335
1.020,0.280,259.20968792546921,403.70077630208704,561.76483259502413,734.69164841110296,817.69209589627678
1.020,0.290,245.59587487546739,385.57363477250163,539.36451300487943,707.35775902473915,772.41714764346375
1.020,0.300,233.20632466912483,368.99020391137003,518.79063207196668,681.69127000449669,731.79550545254358
1.020,0.310,221.89363727427855,353.7701580445879,499.83242966115694,657.10939770878531,695.68192712768052
1.020,0.320,211.53229364229222,339.7593856056356,482.30921596379403,632.83390464995216,664.22341591486486
1.020,0.330,202.01482976013162,326.82546634352428,466.06494736215649,608.1583474752498,637.57950428210495
1.020,0.340,193.24878708596992,314.85404208431112,450.96419073369731,583.18034264528342,615.17897416109122
1.020,0.350,185.15423646613036,303.74590661839898,436.88881500234231,558.68055000514642,595.82943879498157
1.020,0.360,177.66178113889299,293.41461809025026,423.73508612490326,535.27910192370598,578.55216463847239
1.020,0.370,170.71091494283223,283.78456159558721,411.41155276935098,513.23428092428719,562.77537181583011
1.020,0.380,164.24867402385118,274.78931003921463,399.83701334584561,492.59537008622141,548.17475622111101
1.020,0.390,158.22853285788997,266.37032043791993,388.93893455247775,473.32153195524785,534.54930473453362
1.020,0.400,152.60947335572556,258.47581613989701,378.65214961958407,455.33786876256249,521.76061575475137
1.020,0.410,147.35521466801336,251.0598376066788,368.91758191696078,438.55965148582851,509.70479350888075
1.020,0.420,142.4335619977555,244.08147681803956,359.68129562902919,422.90278342758376,498.29872599322658
1.020,0.430,137.8158633603247,237.50421263646288,350.8936244161938,408.28832215247405,487.47300044988754
1.020,0.440,133.47654539597391,231.29534079816105,342.50838077237171,394.64421889895624,477.16758664965153
1.020,0.450,129.39272003185656,225.4255038220567,334.48234829722833,381.90582155745989,467.329624251837
1.020,0.460,125.54385151164338,219.86827874012539,326.77483106333176,370.01569669657067,457.91157619044122
1.020,0.470,121.91146692381841,214.59982029582318,319.34752311260775,358.92296711502155,448.87023068737801
1.020,0.480,118.47891174715679,209.59857089330353,312.16477762157064,348.58232076854745,440.16605532641756
1.020,0.490,115.23113403163195,204.84498425564183,305.19417146461603,338.95255024979548,431.76264762521265
