i,x_inf,x_sup,theta_inf,theta_sup,mesh_size_upper,fem_order_upper,mesh_size_lower_cr,isLG,mesh_size_lower_LG,fem_order_lower_LG
627,0.93565413736122083,0.95047821377382835,0.044313596545226784,0.044982554375758252,0.004043,1,0.004043,0,-,-
628,0.95047821377382835,0.96673961915725626,0.044313596545226784,0.044982554375758252,0.004089,1,0.004089,0,-,-
629,0.96673961915725626,0.98313052339649154,0.044313596545226784,0.044982554375758252,0.004141,1,0.004141,0,-,-
630,0.98313052339649154,1.0009999999999999,0.044313596545226784,0.044982554375758252,0.004197,1,0.004197,0,-,-
631,0.57130568379749846,0.57991995256485418,0.044982554375758252,0.045659875589429723,0.002655,1,0.002655,0,-,-
632,0.57991995256485418,0.58868615384191791,0.044982554375758252,0.045659875589429723,0.002687,1,0.002687,0,-,-
633,0.58868615384191791,0.59760756610146826,0.044982554375758252,0.045659875589429723,0.002722,1,0.002722,0,-,-
634,0.59760756610146826,0.60669317768981657,0.044982554375758252,0.045659875589429723,0.002758,1,0.002758,0,-,-
635,0.60669317768981657,0.61594977422174546,0.044982554375758252,0.045659875589429723,0.002797,1,0.002797,0,-,-
636,0.61594977422174546,0.6253834248609661,0.044982554375758252,0.045659875589429723,0.002838,1,0.002838,0,-,-
637,0.6253834248609661,0.63499640957144599,0.044982554375758252,0.045659875589429723,0.002882,1,0.002882,0,-,-
638,0.63499640957144599,0.64479067211860874,0.044982554375758252,0.045659875589429723,0.002929,1,0.002929,0,-,-
639,0.64479067211860874,0.65476523030598244,0.044982554375758252,0.045659875589429723,0.002946,1,0.002946,0,-,-
640,0.65476523030598244,0.6649224366034584,0.044982554375758252,0.045659875589429723,0.003016,1,0.003016,0,-,-
641,0.6649224366034584,0.67527154304055614,0.044982554375758252,0.045659875589429723,0.003051,1,0.003051,0,-,-
642,0.67527154304055614,0.68581604710657618,0.044982554375758252,0.045659875589429723,0.003088,1,0.003088,0,-,-
643,0.68581604710657618,0.69655939342631978,0.044982554375758252,0.045659875589429723,0.003127,1,0.003127,0,-,-
644,0.69655939342631978,0.70748387194448503,0.044982554375758252,0.045659875589429723,0.003168,1,0.003168,0,-,-
645,0.70748387194448503,0.7185936337944745,0.044982554375758252,0.045659875589429723,0.003212,1,0.003212,0,-,-
646,0.7185936337944745,0.72989540668259378,0.044982554375758252,0.045659875589429723,0.003258,1,0.003258,0,-,-
647,0.72989540668259378,0.74139660992124268,0.044982554375758252,0.045659875589429723,0.003308,1,0.003308,0,-,-
648,0.74139660992124268,0.7530855016945962,0.044982554375758252,0.045659875589429723,0.003361,1,0.003361,0,-,-
649,0.7530855016945962,0.76494894358865617,0.044982554375758252,0.045659875589429723,0.003417,1,0.003417,0,-,-
650,0.76494894358865617,0.77698911613055688,0.044982554375758252,0.045659875589429723,0.003458,1,0.003458,0,-,-
651,0.77698911613055688,0.78921643549798171,0.044982554375758252,0.045659875589429723,0.003500,1,0.003500,0,-,-
652,0.78921643549798171,0.80162973958143635,0.044982554375758252,0.045659875589429723,0.003544,1,0.003544,0,-,-
653,0.80162973958143635,0.81421700199341818,0.044982554375758252,0.045659875589429723,0.003591,1,0.003591,0,-,-
654,0.81421700199341818,0.82696259571709552,0.044982554375758252,0.045659875589429723,0.003639,1,0.003639,0,-,-
655,0.82696259571709552,0.83987847249773062,0.044982554375758252,0.045659875589429723,0.003691,1,0.003691,0,-,-
656,0.83987847249773062,0.85298676164541531,0.044982554375758252,0.045659875589429723,0.003745,1,0.003745,0,-,-
657,0.85298676164541531,0.86628658652326695,0.044982554375758252,0.045659875589429723,0.003802,1,0.003802,0,-,-
658,0.86628658652326695,0.87973061924224361,0.044982554375758252,0.045659875589429723,0.003857,1,0.003857,0,-,-
659,0.87973061924224361,0.89332671584406187,0.044982554375758252,0.045659875589429723,0.003901,1,0.003901,0,-,-
660,0.89332671584406187,0.90722908779059752,0.044982554375758252,0.045659875589429723,0.003947,1,0.003947,0,-,-
661,0.90722908779059752,0.92137462356982991,0.044982554375758252,0.045659875589429723,0.003994,1,0.003994,0,-,-
662,0.92137462356982991,0.93565413736122083,0.044982554375758252,0.045659875589429723,0.004044,1,0.004044,0,-,-
663,0.93565413736122083,0.95047821377382835,0.044982554375758252,0.045659875589429723,0.004097,1,0.004097,0,-,-
664,0.95047821377382835,0.96673961915725626,0.044982554375758252,0.045659875589429723,0.004147,1,0.004147,0,-,-
665,0.96673961915725626,0.98313052339649154,0.044982554375758252,0.045659875589429723,0.004202,1,0.004202,0,-,-
666,0.98313052339649154,1.0009999999999999,0.044982554375758252,0.045659875589429723,0.004244,1,0.004244,0,-,-
667,0.56284331869638438,0.57130568379749846,0.045659875589429723,0.046345397767282671,0.002655,1,0.002655,0,-,-
668,0.57130568379749846,0.57991995256485418,0.045659875589429723,0.046345397767282671,0.002687,1,0.002687,0,-,-
669,0.57991995256485418,0.58868615384191791,0.045659875589429723,0.046345397767282671,0.002722,1,0.002722,0,-,-
670,0.58868615384191791,0.59760756610146826,0.045659875589429723,0.046345397767282671,0.002758,1,0.002758,0,-,-
671,0.59760756610146826,0.60669317768981657,0.045659875589429723,0.046345397767282671,0.002797,1,0.002797,0,-,-
672,0.60669317768981657,0.61594977422174546,0.045659875589429723,0.046345397767282671,0.002838,1,0.002838,0,-,-
673,0.61594977422174546,0.6253834248609661,0.045659875589429723,0.046345397767282671,0.002881,1,0.002881,0,-,-
674,0.6253834248609661,0.63499640957144599,0.045659875589429723,0.046345397767282671,0.002928,1,0.002928,0,-,-
675,0.63499640957144599,0.64479067211860874,0.045659875589429723,0.046345397767282671,0.002954,1,0.002954,0,-,-
676,0.64479067211860874,0.65476523030598244,0.045659875589429723,0.046345397767282671,0.003015,1,0.003015,0,-,-
677,0.65476523030598244,0.6649224366034584,0.045659875589429723,0.046345397767282671,0.003050,1,0.003050,0,-,-
678,0.6649224366034584,0.67527154304055614,0.045659875589429723,0.046345397767282671,0.003087,1,0.003087,0,-,-
679,0.67527154304055614,0.68581604710657618,0.045659875589429723,0.046345397767282671,0.003125,1,0.003125,0,-,-
680,0.68581604710657618,0.69655939342631978,0.045659875589429723,0.046345397767282671,0.003166,1,0.003166,0,-,-
681,0.69655939342631978,0.70748387194448503,0.045659875589429723,0.046345397767282671,0.003210,1,0.003210,0,-,-
682,0.70748387194448503,0.7185936337944745,0.045659875589429723,0.046345397767282671,0.003256,1,0.003256,0,-,-
683,0.7185936337944745,0.72989540668259378,0.045659875589429723,0.046345397767282671,0.003306,1,0.003306,0,-,-
684,0.72989540668259378,0.74139660992124268,0.045659875589429723,0.046345397767282671,0.003358,1,0.003358,0,-,-
685,0.74139660992124268,0.7530855016945962,0.045659875589429723,0.046345397767282671,0.003414,1,0.003414,0,-,-
686,0.7530855016945962,0.76494894358865617,0.045659875589429723,0.046345397767282671,0.003456,1,0.003456,0,-,-
687,0.76494894358865617,0.77698911613055688,0.045659875589429723,0.046345397767282671,0.003498,1,0.003498,0,-,-
688,0.77698911613055688,0.78921643549798171,0.045659875589429723,0.046345397767282671,0.003542,1,0.003542,0,-,-
689,0.78921643549798171,0.80162973958143635,0.045659875589429723,0.046345397767282671,0.003588,1,0.003588,0,-,-
690,0.80162973958143635,0.81421700199341818,0.045659875589429723,0.046345397767282671,0.003637,1,0.003637,0,-,-
691,0.81421700199341818,0.82696259571709552,0.045659875589429723,0.046345397767282671,0.003689,1,0.003689,0,-,-
692,0.82696259571709552,0.83987847249773062,0.045659875589429723,0.046345397767282671,0.003743,1,0.003743,0,-,-
693,0.83987847249773062,0.85298676164541531,0.045659875589429723,0.046345397767282671,0.003801,1,0.003801,0,-,-
694,0.85298676164541531,0.86628658652326695,0.045659875589429723,0.046345397767282671,0.003856,1,0.003856,0,-,-
695,0.86628658652326695,0.87973061924224361,0.045659875589429723,0.046345397767282671,0.003901,1,0.003901,0,-,-
696,0.87973061924224361,0.89332671584406187,0.045659875589429723,0.046345397767282671,0.003947,1,0.003947,0,-,-
697,0.89332671584406187,0.90722908779059752,0.045659875589429723,0.046345397767282671,0.003995,1,0.003995,0,-,-
698,0.90722908779059752,0.92137462356982991,0.045659875589429723,0.046345397767282671,0.004045,1,0.004045,0,-,-
699,0.92137462356982991,0.93565413736122083,0.045659875589429723,0.046345397767282671,0.004097,1,0.004097,0,-,-
700,0.93565413736122083,0.95047821377382835,0.045659875589429723,0.046345397767282671,0.004154,1,0.004154,0,-,-
701,0.95047821377382835,0.96673961915725626,0.045659875589429723,0.046345397767282671,0.004208,1,0.004208,0,-,-
702,0.96673961915725626,0.98313052339649154,0.045659875589429723,0.046345397767282671,0.004250,1,0.004250,0,-,-
703,0.98313052339649154,1.0009999999999999,0.045659875589429723,0.046345397767282671,0.004293,1,0.004293,0,-,-
704,0.5545294761830265,0.56284331869638438,0.046345397767282671,0.04703921913174107,0.002655,1,0.002655,0,-,-
705,0.56284331869638438,0.57130568379749846,0.046345397767282671,0.04703921913174107,0.002687,1,0.002687,0,-,-
706,0.57130568379749846,0.57991995256485418,0.046345397767282671,0.04703921913174107,0.002722,1,0.002722,0,-,-
707,0.57991995256485418,0.58868615384191791,0.046345397767282671,0.04703921913174107,0.002758,1,0.002758,0,-,-
708,0.58868615384191791,0.59760756610146826,0.046345397767282671,0.04703921913174107,0.002796,1,0.002796,0,-,-
709,0.59760756610146826,0.60669317768981657,0.046345397767282671,0.04703921913174107,0.002837,1,0.002837,0,-,-
710,0.60669317768981657,0.61594977422174546,0.046345397767282671,0.04703921913174107,0.002881,1,0.002881,0,-,-
711,0.61594977422174546,0.6253834248609661,0.046345397767282671,0.04703921913174107,0.002927,1,0.002927,0,-,-
712,0.6253834248609661,0.63499640957144599,0.046345397767282671,0.04703921913174107,0.002957,1,0.002957,0,-,-
713,0.63499640957144599,0.64479067211860874,0.046345397767282671,0.04703921913174107,0.003014,1,0.003014,0,-,-
714,0.64479067211860874,0.65476523030598244,0.046345397767282671,0.04703921913174107,0.003049,1,0.003049,0,-,-
715,0.65476523030598244,0.6649224366034584,0.046345397767282671,0.04703921913174107,0.003085,1,0.003085,0,-,-
716,0.6649224366034584,0.67527154304055614,0.046345397767282671,0.04703921913174107,0.003124,1,0.003124,0,-,-
717,0.67527154304055614,0.68581604710657618,0.046345397767282671,0.04703921913174107,0.003165,1,0.003165,0,-,-
718,0.68581604710657618,0.69655939342631978,0.046345397767282671,0.04703921913174107,0.003208,1,0.003208,0,-,-
719,0.69655939342631978,0.70748387194448503,0.046345397767282671,0.04703921913174107,0.003254,1,0.003254,0,-,-
720,0.70748387194448503,0.7185936337944745,0.046345397767282671,0.04703921913174107,0.003303,1,0.003303,0,-,-
721,0.7185936337944745,0.72989540668259378,0.046345397767282671,0.04703921913174107,0.003355,1,0.003355,0,-,-
722,0.72989540668259378,0.74139660992124268,0.046345397767282671,0.04703921913174107,0.003411,1,0.003411,0,-,-
723,0.74139660992124268,0.7530855016945962,0.046345397767282671,0.04703921913174107,0.003454,1,0.003454,0,-,-
724,0.7530855016945962,0.76494894358865617,0.046345397767282671,0.04703921913174107,0.003496,1,0.003496,0,-,-
