i,j,x_inf,x_sup,th_inf,th_sup,y_inf,y_sup,sup_lam2,inf_lam3
11,100,0.50381971506381673,0.50420168657019893,1.0294633267368845,1.0304434681720847,0.83947622215159434,0.83947622215159934,125.8439145390728,127.61037666429785
12,100,0.50420168657019837,0.50458365807658068,1.0294633267368845,1.0304434681720847,0.8400779217683183,0.84007792176832374,125.77030629723005,127.49003832084352
13,100,0.50458365807658001,0.50496562958296243,1.0294633267368845,1.0304434681720847,0.84067962138504249,0.84067962138504781,125.69651888965788,127.37033716624728
14,100,0.50496562958296176,0.50534760108934418,1.0294633267368845,1.0304434681720847,0.84128132100176667,0.841281321001772,125.62253257673939,127.25126953467945
15,100,0.5053476010893434,0.50572957259572582,1.0294633267368845,1.0304434681720847,0.84188302061849085,0.84188302061849618,125.54832655734306,127.13286082572017
16,100,0.50572957259572504,0.50611154410210757,1.0294633267368845,1.0304434681720847,0.84248472023521503,0.84248472023522036,125.47387809507374,127.01516522014046
17,100,0.50611154410210679,0.50649351560848932,1.0294633267368845,1.0304434681720847,0.843086419851939,0.84308641985194477,125.39916360179329,126.89819828755918
18,100,0.50649351560848843,0.50687548711487107,1.0294633267368845,1.0304434681720847,0.84368811946866318,0.84368811946866895,125.32415757203262,126.78200311751348
19,100,0.50687548711487007,0.50725745862125271,1.0294633267368845,1.0304434681720847,0.84428981908538736,0.84428981908539313,125.24883309606717,126.66657464467657
20,100,0.50725745862125182,0.50763943012763446,1.0294633267368845,1.0304434681720847,0.84489151870211154,0.84489151870211732,125.17316134103629,126.55199850022443
21,100,0.50763943012763346,0.50802140163401621,1.0294633267368845,1.0304434681720847,0.84549321831883573,0.84549321831884139,125.09711282456465,126.43827335492362
22,100,0.5080214016340151,0.50840337314039785,1.0294633267368845,1.0304434681720847,0.84609491793555969,0.84609491793556579,125.02065558725411,126.32545005824427
23,100,0.50840337314039685,0.5087853446467796,1.0294633267368845,1.0304434681720847,0.84669661755228387,0.84669661755228998,124.94375593801291,126.21356856389914
24,100,0.50878534464677849,0.50916731615316135,1.0294633267368845,1.0304434681720847,0.84729831716900805,0.84729831716901416,124.86637899861955,126.10265939673445
25,100,0.50916731615316013,0.5095492876595431,1.0294633267368845,1.0304434681720847,0.84790001678573224,0.84790001678573834,124.78848863399575,125.99278960440512
26,100,0.50954928765954188,0.50993125916592474,1.0294633267368845,1.0304434681720847,0.84850171640245631,0.84850171640246252,124.71004703677873,125.88399060841087
27,100,0.50993125916592352,0.51031323067230649,1.0294633267368845,1.0304434681720847,0.84910341601918038,0.84910341601918682,124.63101543215436,125.77631869518977
28,100,0.51031323067230516,0.51069520217868825,1.0294633267368845,1.0304434681720847,0.84970511563590456,0.849705115635911,124.55135436179907,125.66979476532072
29,100,0.51069520217868691,0.51107717368507,1.0294633267368845,1.0304434681720847,0.85030681525262863,0.85030681525263518,124.47102306032406,125.56446203900632
30,100,0.51107717368506855,0.51145914519145164,1.0294633267368845,1.0304434681720847,0.85090851486935282,0.85090851486935937,124.38998193465828,125.46039872703943
31,100,0.51145914519145019,0.51184111669783339,1.0294633267368845,1.0304434681720847,0.851510214486077,0.85151021448608355,124.30819066178249,125.35760913923866
32,100,0.51184111669783194,0.51222308820421514,1.0294633267368845,1.0304434681720847,0.85211191410280096,0.85211191410280795,124.22561010056867,125.25614255965881
33,100,0.51222308820421358,0.51260505971059678,1.0294633267368845,1.0304434681720847,0.85271361371952514,0.85271361371953203,124.14220246499596,125.1560320745651
34,100,0.51260505971059522,0.51298703121697853,1.0294633267368845,1.0304434681720847,0.85331531333624933,0.85331531333625621,124.05793200358889,125.05730679944075
35,100,0.51298703121697697,0.51336900272336028,1.0294633267368845,1.0304434681720847,0.85391701295297351,0.85391701295298039,123.97276566520013,124.95998906906989
36,100,0.51336900272335861,0.51375097422974203,1.0294633267368845,1.0304434681720847,0.85451871256969769,0.85451871256970457,123.88667377314343,124.86409600430778
37,100,0.51375097422974025,0.51413294573612367,1.0294633267368845,1.0304434681720847,0.85512041218642165,0.85512041218642898,123.79963062026934,124.76962617475017
38,100,0.514132945736122,0.51451491724250542,1.0294633267368845,1.0304434681720847,0.85572211180314584,0.85572211180315316,123.71161523118718,124.6767166331812
39,100,0.51451491724250364,0.51489688874888717,1.0294633267368845,1.0304434681720847,0.85632381141987002,0.85632381141987735,123.62261178627659,124.58513338809951
40,100,0.51489688874888528,0.51527886025526881,1.0294633267368845,1.0304434681720847,0.8569255110365942,0.85692551103660153,123.53260971655861,124.49497750491632
i,j,x_inf,x_sup,th_inf,th_sup,y_inf,y_sup,sup_lam2,inf_lam3
1,101,0.5,0.50036096523858964,1.0304434681720829,1.0314236096072831,0.83531404661988895,0.83531404661989339,126.36282982970863,128.48448057108413
2,101,0.50036096523858942,0.50072193047717917,1.0304434681720829,1.0314236096072831,0.83588197098604822,0.83588197098605299,126.29437007889676,128.36620074376302
3,101,0.50072193047717894,0.50108289571576869,1.0304434681720829,1.0314236096072831,0.8364498953522076,0.83644989535221248,126.22586585523027,128.2483307568173
4,101,0.50108289571576847,0.50144386095435822,1.0304434681720829,1.0314236096072831,0.83701781971836686,0.83701781971837197,126.15730763394586,128.13089483940777
5,101,0.501443860954358,0.50180482619294775,1.0304434681720829,1.0314236096072831,0.83758574408452624,0.83758574408453135,126.08868509104491,128.01389064550384
6,101,0.50180482619294753,0.50216579143153739,1.0304434681720829,1.0314236096072831,0.83815366845068573,0.83815366845069084,126.0199873145352,127.89735845683839
7,101,0.50216579143153695,0.50252675667012692,1.0304434681720829,1.0314236096072831,0.83872159281684511,0.83872159281685044,125.95120260340622,127.78131189080304
8,101,0.50252675667012647,0.50288772190871645,1.0304434681720829,1.0314236096072831,0.83928951718300437,0.8392895171830097,125.88231848656905,127.66572305978333
9,101,0.502887721908716,0.50324868714730597,1.0304434681720829,1.0314236096072831,0.83985744154916375,0.83985744154916919,125.81332162440297,127.55066416412203
10,101,0.50324868714730553,0.5036096523858955,1.0304434681720829,1.0314236096072831,0.84042536591532324,0.84042536591532879,125.74419769424563,127.43609537720107
11,101,0.50360965238589506,0.50397061762448514,1.0304434681720829,1.0314236096072831,0.84099329028148262,0.84099329028148806,125.6749315041469,127.3220775235576
12,101,0.50397061762448447,0.50433158286307467,1.0304434681720829,1.0314236096072831,0.84156121464764189,0.84156121464764766,125.6055067458374,127.20861560342644
13,101,0.504331582863074,0.5046925481016642,1.0304434681720829,1.0314236096072831,0.84212913901380126,0.84212913901380715,125.5359060055502,127.0957308641249
14,101,0.50469254810166353,0.50505351334025372,1.0304434681720829,1.0314236096072831,0.84269706337996053,0.84269706337996642,125.46611069782637,126.98344590588849
15,101,0.50505351334025306,0.50541447857884325,1.0304434681720829,1.0314236096072831,0.84326498774612013,0.84326498774612602,125.39610109739185,126.87179878262621
16,101,0.50541447857884259,0.50577544381743289,1.0304434681720829,1.0314236096072831,0.8438329121122794,0.8438329121122855,125.32585572362588,126.76077416669398
17,101,0.505775443817432,0.50613640905602242,1.0304434681720829,1.0314236096072831,0.84440083647843878,0.84440083647844488,125.25535227961369,126.65045413653594
18,101,0.50613640905602153,0.50649737429461195,1.0304434681720829,1.0314236096072831,0.84496876084459804,0.84496876084460437,125.18456665258856,126.54082856757378
19,101,0.50649737429461106,0.50685833953320147,1.0304434681720829,1.0314236096072831,0.84553668521075764,0.84553668521076386,125.11347334998752,126.43192973904905
20,101,0.50685833953320059,0.507219304771791,1.0304434681720829,1.0314236096072831,0.84610460957691691,0.84610460957692324,125.04204503687131,126.32381579278912
21,101,0.50721930477179011,0.50758027001038064,1.0304434681720829,1.0314236096072831,0.84667253394307629,0.84667253394308273,124.97025385062665,126.21652163686873
22,101,0.50758027001037953,0.50794123524897017,1.0304434681720829,1.0314236096072831,0.84724045830923556,0.84724045830924222,124.89806943663818,126.11004759481294
23,101,0.50794123524896906,0.5083022004875597,1.0304434681720829,1.0314236096072831,0.84780838267539493,0.8478083826754016,124.82545988257668,126.00446988178803
24,101,0.50830220048755859,0.50866316572614922,1.0304434681720829,1.0314236096072831,0.84837630704155442,0.84837630704156108,124.75239205968302,125.89981532888048
25,101,0.50866316572614811,0.50902413096473875,1.0304434681720829,1.0314236096072831,0.8489442314077138,0.84894423140772068,124.67883167598825,125.7961372482295
26,101,0.50902413096473764,0.50938509620332839,1.0304434681720829,1.0314236096072831,0.84951215577387307,0.84951215577387995,124.60474288498635,125.69345490227225
27,101,0.50938509620332706,0.50974606144191792,1.0304434681720829,1.0314236096072831,0.85008008014003245,0.85008008014003944,124.53008880057381,125.59181051020471
28,101,0.50974606144191659,0.51010702668050745,1.0304434681720829,1.0314236096072831,0.85064800450619193,0.85064800450619904,124.45483188674557,125.49128197659192
29,101,0.51010702668050611,0.51046799191909698,1.0304434681720829,1.0314236096072831,0.85121592887235131,0.85121592887235831,124.37893338554258,125.3918759897863
30,101,0.51046799191909564,0.5108289571576865,1.0304434681720829,1.0314236096072831,0.85178385323851058,0.85178385323851791,124.30235559014415,125.29363317000821
31,101,0.51082895715768517,0.51118992239627614,1.0304434681720829,1.0314236096072831,0.85235177760466996,0.8523517776046774,124.2250601012947,125.19662706934783
32,101,0.51118992239627459,0.51155088763486567,1.0304434681720829,1.0314236096072831,0.85291970197082934,0.85291970197083677,124.14700956980832,125.10085832189368
33,101,0.51155088763486412,0.5119118528734552,1.0304434681720829,1.0314236096072831,0.85348762633698882,0.85348762633699626,124.0681679450183,125.00635802886178
34,101,0.51191185287345364,0.51227281811204473,1.0304434681720829,1.0314236096072831,0.85405555070314809,0.85405555070315575,123.98850110631872,124.91319031693757
35,101,0.51227281811204317,0.51263378335063425,1.0304434681720829,1.0314236096072831,0.85462347506930747,0.85462347506931513,123.90797744014868,124.82133989649918
36,101,0.5126337833506327,0.51299474858922389,1.0304434681720829,1.0314236096072831,0.85519139943546685,0.85519139943547462,123.8265685212979,124.73070251212721
37,101,0.51299474858922212,0.51335571382781342,1.0304434681720829,1.0314236096072831,0.85575932380162634,0.85575932380163411,123.74424965952274,124.6416733628176
38,101,0.51335571382781164,0.51371667906640295,1.0304434681720829,1.0314236096072831,0.8563272481677856,0.85632724816779349,123.66100071367748,124.55399113117896
39,101,0.51371667906640117,0.51407764430499248,1.0304434681720829,1.0314236096072831,0.85689517253394498,0.85689517253395298,123.57680640430819,124.46755410334438
40,101,0.5140776443049907,0.514438609543582,1.0304434681720829,1.0314236096072831,0.85746309690010436,0.85746309690011246,123.49165640422449,124.38246329993049
i,j,x_inf,x_sup,th_inf,th_sup,y_inf,y_sup,sup_lam2,inf_lam3
1,102,0.5,0.50033994661556191,1.0314236096072811,1.0324037510424815,0.83717495157900068,0.83717495157900468,126.15240485220724,128.12595361300828
2,102,0.5003399466155618,0.50067989323112383,1.0314236096072811,1.0324037510424815,0.83770892797923568,0.83770892797924013,126.08812230728957,128.01491869028169
3,102,0.50067989323112361,0.50101983984668574,1.0314236096072811,1.0324037510424815,0.83824290437947091,0.83824290437947535,126.0237914507106,127.90419615358945
4,102,0.50101983984668541,0.50135978646224755,1.0314236096072811,1.0324037510424815,0.83877688077970614,0.8387768807797108,125.95940329712411,127.79395616109366
5,102,0.50135978646224721,0.50169973307780946,1.0314236096072811,1.0324037510424815,0.83931085717994136,0.83931085717994602,125.89494812746447,127.68410880560663
6,102,0.50169973307780913,0.50203967969337138,1.0314236096072811,1.0324037510424815,0.83984483358017659,0.83984483358018125,125.83041571298097,127.57466584722529
7,102,0.50203967969337093,0.50237962630893318,1.0314236096072811,1.0324037510424815,0.84037880998041181,0.8403788099804167,125.76579506888002,127.46568233651638
8,102,0.50237962630893274,0.5027195729244951,1.0314236096072811,1.0324037510424815,0.84091278638064704,0.84091278638065192,125.70107446710151,127.35711583946967
9,102,0.50271957292449454,0.50305951954005701,1.0314236096072811,1.0324037510424815,0.84144676278088226,0.84144676278088715,125.63624140558588,127.24903729250281
10,102,0.50305951954005645,0.50339946615561881,1.0314236096072811,1.0324037510424815,0.84198073918111749,0.84198073918112248,125.5712823805118,127.14142108247556
11,102,0.50339946615561826,0.50373941277118073,1.0314236096072811,1.0324037510424815,0.84251471558135271,0.84251471558135771,125.50618311758234,127.03429846607251
12,102,0.50373941277118006,0.50407935938674264,1.0314236096072811,1.0324037510424815,0.84304869198158794,0.84304869198159293,125.44092827102628,126.9276746577501
13,102,0.50407935938674187,0.50441930600230445,1.0314236096072811,1.0324037510424815,0.84358266838182316,0.84358266838182838,125.37550145076302,126.8216106762748
14,102,0.50441930600230367,0.50475925261786636,1.0314236096072811,1.0324037510424815,0.84411664478205839,0.84411664478206361,125.30988514477531,126.71607327852429
15,102,0.50475925261786558,0.50509919923342828,1.0314236096072811,1.0324037510424815,0.84465062118229339,0.84465062118229883,125.24406081251971,126.6111269557544
16,102,0.50509919923342739,0.50543914584899008,1.0314236096072811,1.0324037510424815,0.84518459758252862,0.84518459758253428,125.17800824217619,126.50679626659735
17,102,0.50543914584898919,0.50577909246455199,1.0314236096072811,1.0324037510424815,0.84571857398276384,0.84571857398276951,125.11170621786748,126.4030802262226
18,102,0.50577909246455099,0.50611903908011391,1.0314236096072811,1.0324037510424815,0.84625255038299907,0.84625255038300473,125.04513221137695,126.30001016236811
19,102,0.50611903908011291,0.50645898569567571,1.0314236096072811,1.0324037510424815,0.84678652678323429,0.84678652678324007,124.97826210493625,126.19765201654067
20,102,0.50645898569567471,0.50679893231123763,1.0314236096072811,1.0324037510424815,0.84732050318346952,0.84732050318347529,124.91107010463475,126.09600112812592
21,102,0.50679893231123652,0.50713887892679954,1.0314236096072811,1.0324037510424815,0.84785447958370475,0.84785447958371052,124.84352987693032,125.99509182489388
22,102,0.50713887892679832,0.50747882554236134,1.0314236096072811,1.0324037510424815,0.84838845598393997,0.84838845598394597,124.775612800914,125.89498344553682
23,102,0.50747882554236012,0.50781877215792326,1.0314236096072811,1.0324037510424815,0.8489224323841752,0.84892243238418119,124.70728852530442,125.79571283420773
24,102,0.50781877215792204,0.50815871877348517,1.0314236096072811,1.0324037510424815,0.84945640878441042,0.84945640878441664,124.63852616717858,125.6972835373151
