1,1,16242.5559950961,16983.313658913,20579.7224226613,22087.702051121
2,1,16358.4951413056,17061.5674784696,20271.472312472,21730.0700849788
3,1,16509.4952201152,17184.8557202677,20010.4652266053,21397.661893473
4,1,16714.268665503,17345.4562345519,19786.4889627664,21116.4325304137
5,1,17006.9263762988,17563.3410030417,19592.025360471,20875.2580870538
6,1,17402.4350042773,17931.4604885409,19421.4256430756,20665.9617153424
7,1,17855.9625377795,18739.1815352501,19270.3834552946,20482.4226274383
8,1,18628.4311787986,19708.5032433105,19711.5292862927,20391.4561623304
9,1,19014.380637294,20175.0410887963,20203.0595572557,22689.3804058249
1,2,15868.1564654247,16575.8891160123,20139.2157182482,21597.18867249
2,2,15982.9438771737,16653.4604698227,19834.3016583417,21243.8501997511
3,2,16132.4783324633,16775.3610675529,19576.1351341655,20915.5422293801
4,2,16335.2961923559,16934.1929295462,19354.6287166982,20637.8004859473
5,2,16625.141063693,17149.7091808556,19162.3308317119,20399.6477586917
6,2,17006.9263764844,17524.1941954609,18993.670718369,20193.0035433695
7,2,17455.971826567,18322.7117656545,18844.3702771539,20011.8265561508
8,2,18220.4960455373,19258.5726913496,19270.3834544875,19955.9205410569
9,2,18591.4001386497,19708.5032435797,19778.7546396561,22176.937845173
1,3,15506.7166189304,16183.207620949,19713.4755494956,21123.9059256478
2,3,15620.3779863898,16260.1077060344,19411.8311890154,20774.7777049962
3,3,15768.4770827818,16380.6579018626,19156.445016853,20450.4706629895
4,3,15969.3692396824,16537.7651659196,18937.3459418932,20176.1277115296
5,3,16256.4611497661,16750.9632665351,18747.1734664535,19940.9116260445
6,3,16625.1410634017,17131.29084329,18580.4006910723,19736.8573413445
7,3,17069.7840388855,17920.7970132724,18432.8083819803,19557.9747567417
8,3,17826.5132067697,18824.4956567167,18844.3702771539,19535.4219221268
9,3,18182.7944566711,19258.5726904748,19368.7509014578,21682.4953001936
1,4,15157.642466262,15804.564487623,19301.8388526415,20667.0412491334
2,4,15270.2019920517,15880.8021758255,19003.3996008152,20322.041053855
3,4,15416.8965971974,16000.0354879404,18750.4173988415,20001.637687933
4,4,15615.9028086971,16155.4597470922,18533.9961722628,19730.6077796512
5,4,15900.2858790448,16366.4006293844,18345.8962744451,19498.2594884636
6,4,16256.4611496857,16752.0711536022,18180.9712402601,19296.7163561446
7,4,16696.7707509187,17532.7670474739,18035.0397434086,19120.0719263646
8,4,17445.8522711281,18405.4996295277,18432.8083819803,19129.2328197588
9,4,17787.9065753475,18824.4956547594,18972.3724797216,21205.2248503542
